text,language,class,label,source_id
"Mr oponu afofun gbemu!!! kedu ihe buhari ji eme ihe n'Ebe Ọwụwa Anyanwụ mgbe bokoharram, ndị ohi, ISWAP na ndị ọzụzụ atụrụ na-aga n'ihu na-eme ka ugwu gị ghọọ ájá? gịnị kpatara na ọ naghị alụso ha ọgụ? Ọ bụ n'ihi na ha bụ ndị Alakụba na ndị Igbo bụ Ndị Kraịst! Oge ọzọ nwee uche tupu ị kwuo okwu",Igbo,0,Not Hate,3440
When it was actuality the igbos who carried out the first ever coup. The northerners Na pure bastards. Same as the east. Both regions were power drunk. U Guys still are till today. The Igbo wud not behave different from the northerner when in power. All of una thesame.,English,2,Hate,1587
You’re disgusting,English,1,Neutral,1588
Ụgha nke ndị nna ochie ga-eme ka ụmụ nwanyị daa mbà n'obi. Ha na-abụkarị ndị a chụpụrụ n'ọnọdụ ọ bụla mgbe ndị ikom ga-enwe obi ụtọ na ebube.,Igbo,1,Neutral,3811
🤣😂😂,Yoruba,0,Not Hate,2966
😍😍,English,0,Not Hate,1589
Ụlọ ndị ahụ nwere ego ndị ahụ.,Igbo,1,Neutral,3906
"'Yan Najeriya ma suna da 'yancin sayar da giya a ko'ina, amma 'yan Arewa suna lalata mutane barasa a Arewa.",Hausa,2,Hate,802
You know wetin dey make me laugh pass ... Goggle translate koh leh translate yoruba ati igbo.... Makes this whole trading of words more interesting 😂... Didirin dato,English,0,Not Hate,1590
"Mad ooo😂😂😂... Ike gwụrụ igbo geh, m na-atụ gị n'anya ooo",Igbo,0,Not Hate,311
"O ju olórí olórí olórí ogun Islam lọ, ìyẹn ni pé, tí olórí ogun Islam kan bá wà, kì í ṣe olórí ogun tí o dá sílẹ̀.",Yoruba,2,Hate,2487
Anyị niile maara na (igbos) enweghị ike ịchịkwa onwe ha. Enweghị agụmakwụkwọ. Anụmanụ dị ka nzuzu,Igbo,2,Hate,3090
"Shiru, wawa",Hausa,1,Neutral,362
: Kun tsani maza Kun raina mata Musulmi maza su ne 'yan kabari Mata Kirista su ne hoes / bitches APC ne mugunta PDP ne m,Hausa,2,Hate,498
Bíi ti o ti sùn nílé ni ọjọ akọkọ ti o ti lọ si London o ho,Yoruba,2,Hate,4452
"Igbo ụmụ okorobịa na-eme bụ na-emefu ego ha bụ nnọọ unromantic na-eche na ụmụ agbọghọ a niile na nke a na-na na na na na na ego freak ụdị... ma Igbo ụmụ agbọghọ mara mma na magburu onwe, nnọọ mma na-alụ... ma ha ụmụ okorobịa kwesịrị ịbawanye ha romance",Igbo,1,Neutral,711
Ohun tó ń bani nínú jẹ́ gan-an.,Yoruba,0,Not Hate,4333
😂😂😂😂😂😂God ahbeg LINK,English,0,Not Hate,1591
"Da zarar kana da nasaba da Pmb, to, ya kamata ka zama m, rashin kudi da kuma gida ba shi da ma'anar PDP dimokuradiyya.",Hausa,1,Neutral,2543
Oya na 😂,Yoruba,0,Not Hate,3070
"Wannan mutumin yana da japa ohh 😂😂😂 Ka kawo hujja, na nemi amsarsa, babu inda zan samu .. duk wadannan arewaci suna da sauƙin yin wanke kwakwalwa, waɗannan mutane ba za a taɓa ɗauka su kasance wani ɓangare na Najeriya ba kuma ba za su taɓa yin kyau da gwamnatin Burtaniya ba",Hausa,2,Hate,4261
"Buhari dan takarar ICC ne kan laifin da ya shafi bil'adama, duba.",Hausa,0,Not Hate,2076
Ndị iberibe... baba werey,Igbo,1,Neutral,2598
wọ́n sọ pé nọmba ìsọfúnni tí wọ́n ń fún àwọn Naija ni Egbami aradugbooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Yoruba,1,Neutral,635
When the criminal is not caught in the south it's then herdsmen but 100% of the time they are caught they are our own children who want to ride Bentley without doing anything. Awon ko kewu ko kawe,English,1,Neutral,1592
"It all full of shit jor"": ☹ "": Big booty girls get all the attention these days 👀😂😍.""""",English,1,Neutral,1593
You are a big fool useless lifeless animals ... We are Yorubas... With human feelings .. Oloriburuku .. ogun go kill u ... Eranko,English,1,Neutral,1594
"O jẹ ọmọ ilẹ̀ àríwá lóòótọ́ ni? Ìgbà tí mo kẹ́yìn rí i pé gbogbo Hausa fulani ni ti òmùgọ̀, kò sì ṣe mí bíi pé òfin màlúù ni tiwọn.",Yoruba,2,Hate,3521
"Oga, bí àwọn arìndìn kò bá sí, àwọn arìndìn kò ní sí nínú ìwé atúmọ̀ èdè wọn wà, wọn sì wà, wọn ò sì ní ṣàlàyé ara wọn fún wọn bí mo ṣe yẹ̀wọ̀n àlàyé rẹ. ẹ ṣeun!",Yoruba,1,Neutral,3385
Not even sure the so called police respect the Nigerian flag 🇳🇬,English,0,Not Hate,1595
Gurls with tattoos 😩😩😍😍🥺,English,0,Not Hate,1596
Haka kike gani koh,Yoruba,0,Not Hate,2036
Tambaya guda daya da nake tambaya tsawon shekaru 20 yanzu... babu abin da zai sa ni farin ciki game da Najeriya musamman lokacin da tunanin tsarin gwamnati ya taso... Gwamnati ba ta da lamiri kuma dalilin da ya sa suke yadda suke ba zan iya ba,Hausa,1,Neutral,2765
"Mr. Adesina, have you forgotten that the Lord said if we call anyone fool, we're liable to hell? For a top Journalist, you don't choose your language carefully. You spoke against this act at Daystar Christian Center once, remember?",English,0,Not Hate,1597
' Yan S.A. na baki bayi ne har zuwa yau ... kuma ' yan kabari ne masu kishin ƙasa .,Hausa,1,Neutral,3509
"Mo ṣiyèméjì pé ó lè ṣe é, torí pé wọn ò ní agbára láti ṣe é.",Yoruba,2,Hate,2924
"CUTLASS (̆ ̆ ) "": yadda""",Hausa,2,Hate,4117
"The real-life creeps!! Bunch of real Yoruba demons casted away from the ""heaven"" of life, thereby resident in the darkness of their myopia, ignorance &amp; shallow thinking",English,2,Hate,1598
Ị̀ ma ihe bụ igbu ọchụ? Ị̀ pụrụ ọbụna ịgụ?,Igbo,1,Neutral,3578
"""Jezzzz***Super halitta da basira divas *Omgafrodancerz* wannan gurls r guuuuuuudddddddddd",Hausa,0,Not Hate,1800
"Ohun tó wá sọ ni pé, ó jẹ́ ìpolongo tó ṣeyebíye kan fún yín, ẹ̀yin obìnrin tó wà nídìí ẹ̀mí ìrẹ̀wẹ̀sì, tí ẹ sì wà lára wọn, ẹ ń gbèjà rẹ̀.",Yoruba,2,Hate,941
Wadannan Hausas da Photoshop suna samun matsala. Ina ganin suna bukatar su zama mafi haske game da abin da Photoshop nufi!,Hausa,2,Hate,352
"Ndị nwoke na-edina nwoke na-agba mbọ mgbe niile ịmanye ndị ọzọ ime ihe jọgburu onwe ha megide ụwa, enwere m mwute na ị ga-akwụsị.",Igbo,2,Hate,4108
"All of you are the same. Nasty unity beggars that cannot feed themselves. Parasites that depends on Southern Nigeria to survive. 2023 is a defining moment, we either restructure or break up. WE ARE TIRED OF STAYING WITH YOU SELFISH NORTHERNERS. ACT LIKE MEN, GO YOUR WAY.",English,2,Hate,1599
"Ọ bụ ya mere ndị Igbo ji enwe obere esemokwu na Igbos banyere uwe n'ihi na dị ka ha si kwuo, taa, ụmụ agbọghọ Igbo na-eyi ihe ndị dị ka Edo uwe na ọ bụ ugbu a a na-amata dị ka igbo",Igbo,0,Not Hate,1689
"The hypocrisy of north is killing north at high speed and it will turn out to kill entire state "" ain't praying so""and we the northeners are the most corrupted politicians .Duk mugunyar sata arewa ta faru daga arewa, baa tsoron Allah wlh",English,2,Hate,1600
Ifb,English,0,Not Hate,1601
Ìyáàfin kike saidawa,Yoruba,0,Not Hate,4384
Ƙungiyoyin ta'addanci da yamma ta halitta.,Hausa,2,Hate,1709
Oya na 😂,Igbo,0,Not Hate,3070
That's why they have imported their cousins from abroad and killing people here and there every day to make up with these lies so as to achieve their evil desires.,English,1,Neutral,1602
"Ihe na-atọ ọchị bụ na onye ọ bụla nọ n'usoro a na-ahụ aha m ma chee na m na-emegide GEJ n'ihi okpukpe ma ọ bụ agbụrụ, ụmụnne m ndị ohi amaghị okpukpe ọ bụla! N'elu tebụl nke GEJ, Hausa, Yoruba, Igbo, Ijaw, Itshekiri, Idoma, Tiv, Fulani niile riri ọbara ego n'akụkụ n'akụkụ dị ka ụmụnne!",Igbo,1,Neutral,1124
Kemi Adeosun ya gaishe Najeriya da kyau,Hausa,0,Not Hate,2974
Yin wannan... zai sa duniya ta zama wuri mafi kyau.,Hausa,0,Not Hate,4009
O jẹ a numskull lati ko mọ pe d ìfiwéra fun eyi ni lati sọ fun rẹ Alakoso lati lọ si a Church lati gbadura. May ni a Christian ti o lọ si a Mosque. jẹ ki rẹ Alakoso Musulumi lọ lati gbadura ni a Church. Bastard! ti Musulumi ti o ti ri n pe ni Ulama Council idile awọn orukọ?,Yoruba,1,Neutral,2302
"Dole ne ku kasance wauta don fitar da wannan shara, D Ibos sayar da kayayyakin gyara a arewa da kashe your mutane? ba su biya domin shaguna da suka haya a gudanar da su doka kasuwanci da haraji? nawa D Fulanis biya? Ko ta yaya ban sani ba, su ma suna kashe D Hausas",Hausa,1,Neutral,275
"Onye ọzọ akọwaala gị ihe mere ihe a ji dị njọ, ma obi erughị gị ala nke na-eme ka ị ghọta ihe ọ bụla merenụ.",Igbo,1,Neutral,3486
"O jẹ ọna ti o guys tweet yi gbogbo igba. Oṣù miiran, eniyan miiran, tweet kanna. Gba gbogbo nyin aye.",Yoruba,0,Not Hate,2446
Oun yoo ni lati koju 200 ju binu Nigerians ti yoo b ni D World Cup,Yoruba,0,Not Hate,3800
"Idan wani ya ce, ""Ina ƙaunar Allah"", amma yana ƙin ɗan'uwansa ko 'yar'uwarsa Kirista, mutumin nan maƙaryaci ne; domin idan ba mu ƙaunaci...",Hausa,1,Neutral,3844
Ó dùn mí gan - an tí mo bá gbọ́ ọ̀rọ̀ náà .,Yoruba,0,Not Hate,6417
Ƙari da yawa daga cikin berayen da suka zo gidanka don su yi zanga-zanga.,Hausa,0,Not Hate,4187
O ṣì ń lo Twitter fún Android o sì ń sọ òmùgọ̀ òmùgọ̀,Yoruba,1,Neutral,1499
: Arewa twitter will never be the same without Dadiyata. It misses him so bad. You could see that with every passing day. It…,English,0,Not Hate,1603
"You could've tell the ineffectual buffoon same thing, when the Chibok Girls were abducted...",English,1,Neutral,1604
"I only ride wit dose I trek wit,eat wit those I starved wit..if u weren't wit me @ my worst.don't FAMZ me @ my BEST. fake boss.",English,1,Neutral,1605
Nke a bụ ihe ọjọọ na ọtụtụ Southwest States na ọtụtụ ugboro State Governments na-ekwu na ha amaghị nke a ma LGs niile na Southwest na-eduzi a task force...... M nwere ọtụtụ encounter na ha na m akwụghị a penny n'ihi na m maara na ha bụ iwu akwadoghị Link,Igbo,1,Neutral,1415
Abin ƙyama ne cewa wasu Kiristoci suna girmama Shaiɗan .,Hausa,1,Neutral,4142
"Ya kasance mutum ne mai rikicewa ga NW , don haka ya kira BIAFRA",Hausa,1,Neutral,3123
"Aha ya bụ Odioon , nzuzu 🤣🤣🤣",Igbo,1,Neutral,3956
Nipa awọn eniyan Malo yi tweet ati awọn oniwe-kọru ara Mallams Southerners le o bayi gbagbọ pe awọn ẹya kaadi ti o mu mi awọn Abokis ni o ni itara lati fi Southerners lodi si ara wọn? Fulanis pls gbiyanju miiran kaadi yi ko wọle si gbogbo oja. Southern ọdọ ko idiots 🤣,Yoruba,2,Hate,2392
"Hapụ ha na-amaghị ihe na-eme ha na-enweghị ike ịmata na panadol nwere ike mere ọgwụ dị ka mbadamba, ndọda, mmiri mmiri ma ọ bụ syrup mmiri mmiri",Igbo,1,Neutral,4155
Lmao.......,English,0,Not Hate,1606
"Pantami ya kasance imam lokacin da kungiyar ATBU ta fitar da fatwa, ta kashe ɗana a masallaci Prof - Punch Newspapers LINK",Hausa,0,Not Hate,1859
Ọ bụ nwoke a na-eche na ọ na-elekọta ọdịda nke ọrụ nne na nna ya jụrụ ya.,Igbo,2,Hate,3094
Fam ama m ma gịnị ka m nwere ike ime onye isi ala anyị adịghịdị ama ihe na-eme n'ala nke ya 😔😔😔😔,Igbo,1,Neutral,4525
"Ààrẹ Quilox, Shina Peller, ni wọ́n dá sílẹ̀ lórí ìdálẹ̀wò",Yoruba,0,Not Hate,4541
M ga-abịa na-ehi ụra 4 n'ụlọ gị?,Igbo,0,Not Hate,3807
"Fulani, Fulani, is MACBAN Fielding any candidate. If you people cannot put your house in order, why blame others? Is this how you will conduct elections in BIAFRAUD republic?",English,2,Hate,1607
BABY FACTORY:52yr old woman arrested in Imo LINK,English,0,Not Hate,1608
Èmi yóò rí ọ ní ọjọ́ Sunday.,Yoruba,0,Not Hate,258
Lol HARP...,Hausa,0,Not Hate,4177
"bóyá la lè fara wé àwọn igbo ní àríwá, kí ni gbogbo èyí ń ṣe, kò ṣe mí láǹfààní tí ẹ bá rò nípa mi, àwọn olùṣọ́ àgùntàn mi tí ẹ̀jẹ̀ wọn kún inú wọn, ẹ̀mí mi sì ń gbé wọn ró.",Yoruba,2,Hate,3450
"Naanị onyeisi ala anyị na-enweghị ihe ọ bụla o mere, nwoke ahụ, na-egosi n'ụzọ doro anya na ọchịchị ya enweghị ebe ọ ga-aga n'afọ anọ sochirinụ.",Igbo,1,Neutral,1560
"Kí ìwọ ọkùnrin tàbí obìnrin tó ronú láti fi ẹ̀bùn àti owó tó ṣeyebíye yẹn ba ẹnì kejì rẹ àti ìdílé wọn lọ́kàn jẹ́, rí i dájú pé...",Yoruba,0,Not Hate,1498
"the idiot behind this camera it won't be well with you, after my subscription you're showing me disco lights abi?",English,1,Neutral,1609
MaestroNews: Hausas na Fulanis na Enugu na-agbaba n'ụlọ ndị agha - Ekweremmadu LINK LINK,Igbo,0,Not Hate,3725
Àwọn ọmọbìnrin tí kò ní iṣẹ́ ń dúró lórí facebook látìgbà tí wọ́n ti ń retí pé kí ẹnì kan fún wọn ní ẹ̀bùn àti pé kí wọ́n ní àjọṣe.,Yoruba,2,Hate,430
Ganin yadda ɗanka mai lalata ya mutu ya ba ni kwanciyar hankali fiye da na 'yan mata dubu da yawa 😂,Hausa,2,Hate,1585
"Nyamiri is neva derogatory. During d civil war, d Igbos asked 4 water (nyem imiri) frm d Nigeria soldier who where predominantly frm d north or Hausa extract .Bcos its a popular phrase used by d Igbo civilian 2 demand 4 water,hence d Hausa used it 2 describe d igbos",English,0,Not Hate,1610
Mo ṣì mọ bí mo ṣe lè rí i gbà,Yoruba,0,Not Hate,1170
"""Arna"" bụ ""Christian"" na ""nyamiri"" bụ ""Igbo"". Ọ ka na-ada ụda ""digide""?",Igbo,0,Not Hate,1051
Nothing would come out of it...normal rubbish 😂 investigation,English,1,Neutral,1611
Ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀ ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀ ẹ̀yìn ẹ̀yìn ẹ̀ ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀ ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀ ẹ̀ ẹ̀yìn ẹ̀yìn ẹ̀yìn ẹ̀ ẹ̀ ẹ̀yìn ẹ̀ ẹ̀ ẹ̀yìn ẹ̀yìn ẹ̀ ẹ̀ ẹ̀ ẹ̀,Yoruba,2,Hate,4295
Mgbe ụmụ okorobịa na ụmụ agbọghọ ndị si n'ebe ugwu na-eme ihe ike na-akparị onwe ha ma na-adọkpụ ndị mụrụ ha n'ime obi ha...,Igbo,1,Neutral,672
"Ọ bụghị amamihe Mr. Obinna. Biko zoo amaghị ihe gị sir, ma kwụsị a tweet trend. Gush!!!!!!!",Igbo,1,Neutral,879
"Allah, Homelander ne sosai m.😂😂",Hausa,0,Not Hate,3604
: Ìwà ipá láàárín àwọn Mùsùlùmí àti àwọn Kristẹni ń fi hàn pé Nàìjíríà ti ní ìyapa àgbègbè àti ìsìn àti pé ó ti ń retí pé kí àwọn èèyàn...,Yoruba,0,Not Hate,3789
Ihe atụ gị bụ nnọọ ihe nzuzu. Gịnị dị njọ na ntụle? Gịnị jikọrọ nke ahụ na ụmụ akwụkwọ ịghọ aghụghọ na ule?,Igbo,1,Neutral,3496
""" congrats nay..",English,0,Not Hate,1612
Shabi na shi kadai dai wasa da dukan filin 😕😕 MUMU mutane! Una ba su samu magana,Hausa,1,Neutral,1326
"You're hussling backwards when chasing a bitch, stupid chase the paper they come with the shit!! ... Wisen up nigga",English,2,Hate,1613
Àwọn obìnrin jẹ́ ẹni burúkú àti aláìnígbẹ̀yìn,Yoruba,2,Hate,1125
"M na-anụ, Sunday igboho nwere ihe omume, onye na-enweghị ihe omume? Buhari nwere ihe omume, o bịanyere aka na okporo ígwè na Niger Republic site na imechi ókèala Yoruba. Kanu nke chọrọ Biafra nwere ihe omume. Ọ bụrụ na igboho agenda bụ maka Yoruba. Ọ bụ ihe ọma. Na mumu onye kwere na otu Nigeria",Igbo,1,Neutral,2612
Anyị chọrọ ndị dị ka gị n'ụwa.,Igbo,0,Not Hate,2286
"“IPOB Brand Of Terrorism: Confusing, Cowardly, and Senselessly Deadly”- Azubuike Ihemeje Esq LINK",English,2,Hate,1614
"Ụmụ nwanyị Naijiria ndị nwere echiche nzuzu a bụ, ozugbo ị gwara ha ka ha gaa Lasan ị gaghị akwụ ha ụgwọ ego.",Igbo,2,Hate,4327
Tonto dikeh's _itz ova tho.... Thank God for synpe***,English,0,Not Hate,1615
"Olorun mi, àwọn ọmọ ilẹ̀ Gẹ̀ẹ́sì jẹ́ ẹ̀yà agbéraga.",Yoruba,1,Neutral,326
"Yoruba ni agbègbè tí ó jùlọ nínú àwọn òmùgọ̀. Hausa Fulani pa Abiola, lẹ́yìn tí wọ́n pa ìbò rẹ̀ lábẹ́ ìrànlọ́wọ́ àwọn Igbo. nísinsìnyí tinubu yoruba mìíràn tó máa mú kí Nàìjíríà padà bò sípò ni wọ́n ń kọlu gbogbo ẹ̀yin òmùgọ̀ yoruba omo ale. ẹ kórìíra tinubu ṣùgbọ́n ẹ fẹ́ obasanjo ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń ṣekú pa ẹni tó ń jẹ́.",Yoruba,2,Hate,2484
Kuna so ku katse wauta ra'ayinku addini imani a can gwamnati.,Hausa,1,Neutral,2152
"Ọ̀pọ̀ àwọn ọmọ Nàìjíríà pàápàá àwọn ọmọbìnrin tí wọ́n ń ṣe ẹ̀gàn ni kò mọ̀ pé: ""Àwọn ọmọ Nàìjíríà máa ń tètè dá àwọn èèyàn lẹ́bi nínú ipò èyíkéyìí.",Yoruba,2,Hate,926
Konji ba zama bastard ba ka kawai rashin horo ce a ce ba su yi fyade,Hausa,0,Not Hate,670
Yaya kuke fitowa da wadannan mummunan ra'ayoyin akai-akai? Dole ne ya bukaci ƙoƙari mai yawa don zama mai daidaituwa. Me yasa BVN? Shin ba za mu iya haɗa bayanai daga Bvn da NIN ba ga kowane dalili da wannan yake?,Hausa,1,Neutral,4511
Aisha 2days ni o kike,Yoruba,0,Not Hate,4222
"O jẹ aṣiwère nla, aṣiwère pupọ oponu, apoda, o jẹ alailopinpin ti o ni imọran. bawo ni o ṣe fẹ lati sọrọ nipa ẹya tabi ati ṣe itọju awọn miiran. o gbọdọ jẹ alaimọ lati fa iwa-ipa. ti o fun ọ ni igboya ati ohùn. oma alaimọ o. kini bi ọkunrin tabi obinrin igbo ti o wọpọ ṣe si ọ",Yoruba,1,Neutral,3793
Oh u thought I’m Muslim wrong u I’m not bitch I’m Christian so I guess s our religions dt s d terrorise mumu mamas pet staying under parent saying rubbish on here. Poor goat,English,1,Neutral,1616
"Wanda ya fi tsananin duka ya ce masa waƙar banza, sauraron buju n sauraron kalmomi",Hausa,1,Neutral,3936
gbogbo ọ̀nà...,Yoruba,0,Not Hate,3951
Ndị America kwesịrị iji otu ike ahụ ha ji na-emeso ndị ohi ma tinye otu ike ahụ n'ihe atụ agbụrụ na-eme ka o siere ha ike inweta ọrụ na ihe ndị ọzọ .,Igbo,0,Not Hate,2356
"Otu ìgwè ""ndị ọzụzụ atụrụ Fulani"" yiri mba ahụ egwu ma nye ụbọchị 30 nke ikpe ikpe ikpe ... ma ị ma ọ bụ onye isi ala ma ọ bụ nkịta buhari ekwughị ihe ọ bụla ma ọ bụ hụ ihe ọjọọ ọ bụla na ya .. mana ị nwere ihe nzuzu a ị ga-ekwu?! Karma bụ onye iberibe!",Igbo,1,Neutral,4560
Àwọn èèyàn tó jẹ́ ojúlówó kì í ní ọ̀pọ̀ ọ̀rẹ́.,Yoruba,0,Not Hate,4049
"'Yan sanda ne suka kawo duk wadannan rashin daidaito a Najeriya, masana'antar samar da jarirai zuwa safarar miyagun kwayoyi, masu bindiga.",Hausa,2,Hate,3536
"Ekele dịrị Chineke, m ghọtara Ibo, ị bụ ekwensu maka ịgbasa ozi ụgha.",Igbo,1,Neutral,2278
"Òótọ́ ni pé, ẹ̀yà Hausa ni ẹ̀yà tó fara da jù lọ ní Nàìjíríà, àmọ́ wọ́n ní àjọṣe pẹ̀lú àwọn èèyàn tó máa ń hùwà ìkà jù lọ, tí wọ́n sì máa ń hùwà àìṣòótọ́ jù lọ lórí ilẹ̀ ayé, ìyẹn àwọn Fulani.",Yoruba,2,Hate,3689
Congratulations to you,English,0,Not Hate,1617
"Ọ bụrụ na ị ga-eme nke ọma, ebee ka Chelsea nọ mgbe ọ bịara?",Igbo,0,Not Hate,3091
Ọmọdé ẹlẹ́gbin kan,Yoruba,1,Neutral,1892
Wannan yarinyan ta ma raii na ma mutane wayo she is taken and now is saying she didn't have a boyfriend 🤦🤦. Chaiii that's why I like playing with gyals emotions.,English,0,Not Hate,1618
Èmi yóò ṣe ìdájọ́ Lampard láti òwúrọ̀ tó ń bọ̀.,Yoruba,0,Not Hate,261
She is witch.. periodt,English,1,Neutral,1619
"Àwọn ará gúúsù Áfíríkà òmùgọ̀ yìí ti ń kórìíra àwọn ará Áfíríkà bíi tiwọn débi pé wọn ò mọ àwọn ọ̀tá tòótọ́ wọn. Àwọn aláwọ̀ funfun ń fi yín ṣe ẹrú ní orílẹ̀-èdè yín, ṣùgbọ́n ẹ yàn láti kórìíra, ẹ máa ṣenúnibíni, ẹ sì máa pa àwọn èèyàn yín tó jẹ́ aláàánú.",Yoruba,1,Neutral,812
Ekwenyere m na iwulite mba bụ nanị site n'ịzụlite ihe dị mma. Ọtụtụ n'ime Fulani bụ ndị na-amaghị akwụkwọ .,Igbo,2,Hate,3757
"Stay there oga wey those Fulani get Ak47 abi u no Dey hear that one, my Yoruba people no get time for kunfu and dem no won die, Na spiritual dem dey use fight them with their cow 🐄....",English,0,Not Hate,1620
"Ya mere , ọ bụ ihe dị oké ọnụ ahịa .",Igbo,0,Not Hate,6116
"Lokacin da na ce 'yan Najeriya ne babbar matsalarmu a Najeriya ba ni ba. talakawan 'yan Najeriya sun lalace kuma munafukai ne. Muna yin bikin da kuma ɗaukaka munanan halaye, mun rasa dabi'unmu da dabi'unmu. Ba abin mamaki ba ne cewa al'ummarmu ba ta da aiki, ta rikice-rikice a hankali kuma munafunci yana kan iyakarsa.",Hausa,2,Hate,1810
Ọ̀rọ̀ tí ẹni yìí sọ gan - an ni ẹnu rẹ̀ ń sọ.,Yoruba,1,Neutral,3084
"That's the only thing they know, money! You think you can threaten jack? He isn't like the morons fulani you use as your prosars. Ode! Oponu LINK",English,2,Hate,1621
