text,language,class,label,source_id,text_proc,n_chars,n_words,rep_unigram,rep_trigram,is_artifact,detected_lang_raw,detected_lang_conf,detected_lang,is_code_switched
"Unu ndị mmadụ kwụsị izochi eziokwu na ị kpọrọ asị Buhari n'ihi ebe ọ na-ahọrọ VP, Echere m na ndị nzuzu ahụ kpọrọ asị hausa / Fulani amaghị na ọ bụ n'ihi VP oghere-abaghị uru ndị mmadụ",Igbo,1,Neutral,2999,"Unu ndị mmadụ kwụsị izochi eziokwu na ị kpọrọ asị Buhari n'ihi ebe ọ na-ahọrọ VP, Echere m na ndị nzuzu ahụ kpọrọ asị hausa / Fulani amaghị na ọ bụ n'ihi VP oghere-abaghị uru ndị mmadụ",184,37,0.0,0.0,False,ibo_Latn,1.0000081062316895,Igbo,False
Happy birthday kike 😊❤️,Hausa,0,Not Hate,1724,Happy birthday kike 😊❤️,23,4,0.0,0.0,False,eng_Latn,0.9350878000259399,English,True
Ọ bụ gọọmenti Naịjirịa na-ahụ maka ya. Ha bụ ndị were ndị iyi ọha egwu. Naanị ihe ha na-achọ bụ inweta ala dum na ndị na-agba ha gburugburu n'Ebe Ọwụwa Anyanwụ na-enye ha obi ike ịnọgide na-anwa ihe na-agaghị ekwe omume. Chineke ga-ebibi Naịjirịa n'ezie.,Igbo,2,Hate,89,Ọ bụ gọọmenti Naịjirịa na-ahụ maka ya. Ha bụ ndị were ndị iyi ọha egwu. Naanị ihe ha na-achọ bụ inweta ala dum na ndị na-agba ha gburugburu n'Ebe Ọwụwa Anyanwụ na-enye ha obi ike ịnọgide na-anwa ihe na-agaghị ekwe omume. Chineke ga-ebibi Naịjirịa n'ezie.,254,45,0.0,0.0,False,ibo_Latn,1.000009536743164,Igbo,False
"Wannan ba daidai ba ne, shi ya sa kuke ci gaba da yin lalata da ku, idan ba haka ba ne ba za a iya samun guba a kusa da ku ba.",Hausa,1,Neutral,3992,"Wannan ba daidai ba ne, shi ya sa kuke ci gaba da yin lalata da ku, idan ba haka ba ne ba za a iya samun guba a kusa da ku ba.",126,32,0.0,0.0,False,hau_Latn,0.9999752044677734,Hausa,False
"I wish I ave seen dis book b4 now MEN LOVE bitches# single or in a relationship,go get it Ladies.Gud Goons",English,2,Hate,36,"I wish I ave seen dis book b4 now MEN LOVE bitches# single or in a relationship,go get it Ladies.Gud Goons",106,21,0.0,0.0,False,eng_Latn,0.8645275235176086,English,False
Mutane biyu da aka kashe a wani zanga-zanga na Jacob Blake sun kasance uba da kuma mai wasan skate wanda ya yi kokarin kawar da makami.,Hausa,0,Not Hate,2559,Mutane biyu da aka kashe a wani zanga-zanga na Jacob Blake sun kasance uba da kuma mai wasan skate wanda ya yi kokarin kawar da makami.,135,26,0.0,0.0,False,hau_Latn,1.000008225440979,Hausa,False
: E nwere agbụrụ anọ dị mkpa na Naịjirịa : 1- Hausa/Fulani 2- Yorubas 3- Pigs 4- Igbos,Igbo,1,Neutral,3645,E nwere agbụrụ anọ dị mkpa na Naịjirịa : 1- Hausa/Fulani 2- Yorubas 3- Pigs 4- Igbos,84,17,0.0,0.0,False,ibo_Latn,1.000008225440979,Igbo,False
"Oloshi catfish werey, ogun kee ị",Igbo,1,Neutral,1936,"Oloshi catfish werey, ogun kee ị",32,6,0.0,0.0,False,ibo_Latn,0.8457776308059692,Igbo,False
"Ọmọbìnrin mi tó ti pé oṣù mẹ́ta béèrè bóyá o rántí pé o ti kú, àti pé o ti kú.",Yoruba,1,Neutral,2568,"Ọmọbìnrin mi tó ti pé oṣù mẹ́ta béèrè bóyá o rántí pé o ti kú, àti pé o ti kú.",78,20,0.0,0.1111111111111111,False,yor_Latn,1.000009536743164,Yoruba,False
"Allah ya taimake ni, ina fata wannan numskull mai suna Daddy Freeze ba Yoruba ba ne! irin wannan banza mai magana da banza da irin wannan amincewa!",Hausa,1,Neutral,1663,"Allah ya taimake ni, ina fata wannan numskull mai suna Daddy Freeze ba Yoruba ba ne! irin wannan banza mai magana da banza da irin wannan amincewa!",147,27,0.0,0.0,False,hau_Latn,1.0000039339065552,Hausa,False
Ó yẹ kí n gbọ́: Koba ft Lil Kesh LINK,Yoruba,0,Not Hate,4206,Ó yẹ kí n gbọ́: Koba ft Lil Kesh,32,9,0.0,0.0,False,yor_Latn,0.9999994039535522,Yoruba,False
": Orúkọ tí IPOB máa ń fún àwọn Fulani Janjaweed, àìsàn gíga ẹ̀jẹ̀ sì máa ń mú kí wọ́n di ara wọn òmùgọ̀, wọ́n sì máa ń ṣe...",Yoruba,2,Hate,230,"Orúkọ tí IPOB máa ń fún àwọn Fulani Janjaweed, àìsàn gíga ẹ̀jẹ̀ sì máa ń mú kí wọ́n di ara wọn òmùgọ̀, wọ́n sì máa ń ṣe...",122,27,0.0,0.08,False,yor_Latn,1.0000100135803223,Yoruba,False
: The NASS should also go ahead to put down a law that ban open grazing across Nigeria by 2026. While the Southern States…,English,0,Not Hate,37,The NASS should also go ahead to put down a law that ban open grazing across Nigeria by 2026. While the Southern States…,120,23,0.0,0.0,False,eng_Latn,0.997639000415802,English,False
"Ndị ugwu bụ isi ihe mere na-eme Nigeria mgbe mma, ndị ikom ndị a na-aghọta oke, na-eche dị ka a egweri egg na-akpa àgwà dị ka a ehi!!! nzuzu ebo!!! m na-ekenye ụlọ m, mee una igbu m sonyere, niile na vibes",Igbo,2,Hate,4636,"Ndị ugwu bụ isi ihe mere na-eme Nigeria mgbe mma, ndị ikom ndị a na-aghọta oke, na-eche dị ka a egweri egg na-akpa àgwà dị ka a ehi!!! nzuzu ebo!!! m na-ekenye ụlọ m, mee una igbu m sonyere, niile na vibes",205,42,0.0,0.05,False,ibo_Latn,1.0000098943710327,Igbo,False
Little grls still fall for looks and swag bitches fall for money but a grown woman falls for stability and security....,English,1,Neutral,38,Little grls still fall for looks and swag bitches fall for money but a grown woman falls for stability and security....,119,21,0.0,0.0,False,eng_Latn,0.9953655004501343,English,False
Ba za ka yi nasara ba,Hausa,1,Neutral,606,Ba za ka yi nasara ba,21,6,0.0,0.0,False,hau_Latn,0.8389174342155457,Hausa,False
"Nke ahụ bụ ozi ọzọ ị na-enweta site na nwa agbọghọ ndịda mgbe ị na-akparịta ụka na ya bụ na ""Enweghị m data plz recharge ekwentị m"" onye iberibe ashawo ndị mmadụ",Igbo,2,Hate,561,"Nke ahụ bụ ozi ọzọ ị na-enweta site na nwa agbọghọ ndịda mgbe ị na-akparịta ụka na ya bụ na ""Enweghị m data plz recharge ekwentị m"" onye iberibe ashawo ndị mmadụ",161,32,0.0,0.0,False,ibo_Latn,1.0000098943710327,Igbo,False
"Echere m na ị bụ onye na-agụ akwụkwọ na-enweghị akwụkwọ. Ị bụ onye ọjọọ. Kwụsị ihi ụra na ọrụ, obere nwa",Igbo,1,Neutral,3467,"Echere m na ị bụ onye na-agụ akwụkwọ na-enweghị akwụkwọ. Ị bụ onye ọjọọ. Kwụsị ihi ụra na ọrụ, obere nwa",104,21,0.0,0.0,False,ibo_Latn,1.0000100135803223,Igbo,False
O yoo ni isoro pẹlu rẹ jẹ gay gangan ni awọn ara rẹ isoro sigh .. o homophobic bitch yẹ ki o kọ bi o ṣe le mu omi ati ki o ronu nipa rẹ ibalopo :-x,Yoruba,2,Hate,4125,O yoo ni isoro pẹlu rẹ jẹ gay gangan ni awọn ara rẹ isoro sigh .. o homophobic bitch yẹ ki o kọ bi o ṣe le mu omi ati ki o ronu nipa rẹ ibalopo :-x,147,37,0.0,0.0,False,yor_Latn,1.0000096559524536,Yoruba,False
"àwọn kan lára àwọn ará àríwá tó kẹ́kọ̀ọ́ dáadáa ṣì ò mọ ohun tó ń mú kí àwọn èèyàn yín hùwà bí ẹranko, ẹ̀yin ò mọ ohun tó ń fa ìṣòro yín, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́.",Yoruba,2,Hate,366,"àwọn kan lára àwọn ará àríwá tó kẹ́kọ̀ọ́ dáadáa ṣì ò mọ ohun tó ń mú kí àwọn èèyàn yín hùwà bí ẹranko, ẹ̀yin ò mọ ohun tó ń fa ìṣòro yín, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́.",473,120,0.0,0.788135593220339,True,yor_Latn,1.0000098943710327,Yoruba,False
"A gbagharala ya, n'ihi na ha na-eme ihere, na-asụ ọnụ ma na-aṅụ obere oroma na-acha odo odo n'efu nke iguzosi ike n'ezi ihe ha na mba ha, ihere na-adịghị.",Igbo,1,Neutral,2565,"A gbagharala ya, n'ihi na ha na-eme ihere, na-asụ ọnụ ma na-aṅụ obere oroma na-acha odo odo n'efu nke iguzosi ike n'ezi ihe ha na mba ha, ihere na-adịghị.",154,29,0.034482758620689655,0.0,False,ibo_Latn,1.0000097751617432,Igbo,False
The Government ordered the Nigerian military to kill its own citizens Unarmed protesters fighting for their right Oh what a shame! BUHARI Shame on you and your Regime. You have failed this Nation LINK,English,1,Neutral,39,The Government ordered the Nigerian military to kill its own citizens Unarmed protesters fighting for their right Oh what a shame! BUHARI Shame on you and your Regime. You have failed this Nation,195,33,0.0,0.0,False,eng_Latn,0.9984113574028015,English,False
Kpachara anya b 🙄,Igbo,1,Neutral,2497,Kpachara anya b 🙄,17,4,0.0,0.0,False,ibo_Latn,0.499440997838974,Igbo,False
You're in a contemplative mood today and there's really not mu... More for Cancer LINK,English,0,Not Hate,40,You're in a contemplative mood today and there's really not mu... More for Cancer,81,14,0.0,0.0,False,eng_Latn,0.9983323216438293,English,False
Allah!!! Yoruba suna da wayo ban taɓa gani ba,Hausa,2,Hate,1542,Allah!!! Yoruba suna da wayo ban taɓa gani ba,45,9,0.0,0.0,False,hau_Latn,0.9997183680534363,Hausa,False
"Orílẹ̀-èdè yín ń ṣubú, àwọn ọmọdé ẹlẹ́dẹ̀ yìí kò sì ní lè borí àbúrò ńlá wọn. Ẹ̀yin ẹ̀dá ènìyàn!",Yoruba,1,Neutral,1493,"Orílẹ̀-èdè yín ń ṣubú, àwọn ọmọdé ẹlẹ́dẹ̀ yìí kò sì ní lè borí àbúrò ńlá wọn. Ẹ̀yin ẹ̀dá ènìyàn!",96,19,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
"Ka m chetara gị ntuliaka nke afọ 2011, gaa lee ma gee ntị n'ihe Buhari kwuru mgbe ọ na-agwa ìgwè ndị Fulanis okwu, mgbe ọ sịrị na ọ bụrụ na ọ merighị, mgbe ahụ ọ bụ rig, na mgbe rig ya, ọbara nke baboon na nkịta ga-asọpụta, na ndụ ndị na-enweghị ihe ha mere bụ ihe efu, ma nwoke ma nwaanyị,...",Igbo,0,Not Hate,2309,"Ka m chetara gị ntuliaka nke afọ 2011, gaa lee ma gee ntị n'ihe Buhari kwuru mgbe ọ na-agwa ìgwè ndị Fulanis okwu, mgbe ọ sịrị na ọ bụrụ na ọ merighị, mgbe ahụ ọ bụ rig, na mgbe rig ya, ọbara nke baboon na nkịta ga-asọpụta, na ndụ ndị na-enweghị ihe ha mere bụ ihe efu, ma nwoke ma nwaanyị,...",293,61,0.0,0.0,False,ibo_Latn,1.0000096559524536,Igbo,False
"Ọ bụrụ na ụfọdụ ndị dị ka gị, ụwa ga-aka mma.",Igbo,0,Not Hate,2955,"Ọ bụrụ na ụfọdụ ndị dị ka gị, ụwa ga-aka mma.",45,11,0.0,0.0,False,ibo_Latn,1.0000100135803223,Igbo,False
Gosi ihe akaebe ma ọ bụ ihe akaebe,Igbo,1,Neutral,3958,Gosi ihe akaebe ma ọ bụ ihe akaebe,34,8,0.0,0.0,False,ibo_Latn,1.0000066757202148,Igbo,False
"“DRUGS AGAIN""..hate sickness",English,0,Not Hate,41,"“DRUGS AGAIN""..hate sickness",28,3,0.0,0.0,False,eng_Latn,0.4394324719905853,English,False
Na ƙaunaci kiɗa kamar yadda na ƙaunaci zaki!,Hausa,2,Hate,1425,Na ƙaunaci kiɗa kamar yadda na ƙaunaci zaki!,44,8,0.0,0.0,False,hau_Latn,1.0000100135803223,Hausa,False
"wannan wawa a bayan wannan kamara ba zai yi kyau tare da ku, bayan na biyan kuɗi za ku nuna mini disco hasken Abi?",Hausa,1,Neutral,1609,"wannan wawa a bayan wannan kamara ba zai yi kyau tare da ku, bayan na biyan kuɗi za ku nuna mini disco hasken Abi?",114,24,0.0,0.0,False,hau_Latn,0.9999799728393555,Hausa,False
"Babu wanda yake son kansa ya zama banza. dole ne ya koyi girmama mutane biyu. Zai iya sukar farar hula tun da yake ya ce shi ma fasto ne. Wannan ra'ayin ""zama mai tsoro & rauni saboda kai Kirista ne dalilin da ya sa har ma 'yan ta'adda yanzu suna samun ƙarfin hali su hallaka Krista. Shin kun taɓa jin labarin"" Bishara ta Turai? """,Hausa,1,Neutral,1958,"Babu wanda yake son kansa ya zama banza. dole ne ya koyi girmama mutane biyu. Zai iya sukar farar hula tun da yake ya ce shi ma fasto ne. Wannan ra'ayin ""zama mai tsoro & rauni saboda kai Kirista ne dalilin da ya sa har ma 'yan ta'adda yanzu suna samun ƙarfin hali su hallaka Krista. Shin kun taɓa jin labarin"" Bishara ta Turai? """,330,65,0.0,0.0,False,hau_Latn,1.0000097751617432,Hausa,False
"Dokar zama a gida ta 'yan asalin Biafra (IPOB) a ranar Litinin ta tabbatar da cikakken bin doka a biranen jihar Anambra. Kasuwannin, bankuna, wuraren ajiye motoci da sauran wuraren kasuwanci, gami da makarantu da ofisoshin gwamnati, an kulle su.",Hausa,0,Not Hate,3544,"Dokar zama a gida ta 'yan asalin Biafra (IPOB) a ranar Litinin ta tabbatar da cikakken bin doka a biranen jihar Anambra. Kasuwannin, bankuna, wuraren ajiye motoci da sauran wuraren kasuwanci, gami da makarantu da ofisoshin gwamnati, an kulle su.",245,40,0.0,0.0,False,hau_Latn,1.0,Hausa,False
Ndị agha Naijiria a bụ ndị nnupụisi na-enweghị nsọpụrụ4nwanyi..Ha na-ebuso ụmụnwaanyị anyị agha ma na-egbu ha n'ugbo ha.,Igbo,2,Hate,2902,Ndị agha Naijiria a bụ ndị nnupụisi na-enweghị nsọpụrụ4nwanyi..Ha na-ebuso ụmụnwaanyị anyị agha ma na-egbu ha n'ugbo ha.,120,18,0.0,0.0,False,ibo_Latn,1.0000098943710327,Igbo,False
"Ta ni mo jẹ, Kooh Ice Prince kike nufi?",Yoruba,0,Not Hate,2599,"Ta ni mo jẹ, Kooh Ice Prince kike nufi?",39,9,0.0,0.0,False,hau_Latn,0.601192831993103,Hausa,True
"Na-eme ihe ị na-eme, ụmụ okorobịa!",Igbo,0,Not Hate,770,"Na-eme ihe ị na-eme, ụmụ okorobịa!",34,6,0.0,0.0,False,ibo_Latn,1.0000096559524536,Igbo,False
"Mo ti rẹ́ láti rí àwọn tí wọ́n ń pe ara wọn ní ""ìgbòòrò"". Ojú ẹ̀yìn rẹ̀ kò lè tẹ́lẹ̀, kò sì lè fọwọ́ kàn ẹ̀rẹ́ ẹ̀rẹ́ ẹ̀rẹ́ rẹ láìjìnnà.",Yoruba,2,Hate,1280,"Mo ti rẹ́ láti rí àwọn tí wọ́n ń pe ara wọn ní ""ìgbòòrò"". Ojú ẹ̀yìn rẹ̀ kò lè tẹ́lẹ̀, kò sì lè fọwọ́ kàn ẹ̀rẹ́ ẹ̀rẹ́ ẹ̀rẹ́ rẹ láìjìnnà.",135,30,0.06666666666666667,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
"Agbára ètè gúúsù: Àwọn ajá tó ń ṣọ́ ààlà ń lo àkókò wọn láti máa fi ń lé àwọn ọmọbìnrin tó ń ṣí lọ sí orílẹ̀-èdè míì láìṣe òfin, tí àwọn ọmọbìnrin àtàwọn ọkùnrin ń lọ láìrí wọn.",Yoruba,0,Not Hate,2404,"Agbára ètè gúúsù: Àwọn ajá tó ń ṣọ́ ààlà ń lo àkókò wọn láti máa fi ń lé àwọn ọmọbìnrin tó ń ṣí lọ sí orílẹ̀-èdè míì láìṣe òfin, tí àwọn ọmọbìnrin àtàwọn ọkùnrin ń lọ láìrí wọn.",177,38,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
"Àwọn ará gúúsù nìkan ló ń ṣe ìwádìí nípa ìṣèlú, àwọn ará àríwá nìkan ló ń ṣe ìpinnu láti wà lábẹ́ agbára.",Yoruba,2,Hate,4407,"Àwọn ará gúúsù nìkan ló ń ṣe ìwádìí nípa ìṣèlú, àwọn ará àríwá nìkan ló ń ṣe ìpinnu láti wà lábẹ́ agbára.",105,22,0.0,0.2,False,yor_Latn,1.0000100135803223,Yoruba,False
"You Oyomere people don’t have sense, you know say una door no get lock but una go dey gum body. See idolo now yeye dey smell 😒😒",English,1,Neutral,42,"You Oyomere people don’t have sense, you know say una door no get lock but una go dey gum body. See idolo now yeye dey smell 😒😒",127,27,0.0,0.0,False,pcm_Latn,0.9998605251312256,Other,True
: ÀWỌN Òfin Àdánà-Ọkùnrin: Ìjọba Kánádà Fòpin Àbẹwò Ààrẹ Jonathan,Yoruba,0,Not Hate,2287,ÀWỌN Òfin Àdánà-Ọkùnrin: Ìjọba Kánádà Fòpin Àbẹwò Ààrẹ Jonathan,63,9,0.0,0.0,False,yor_Latn,1.0000076293945312,Yoruba,False
Cheta mgbe nile inwe obi ụtọ n'ihi na ị maghị onye na-enwe mmasị n'ọchị gị.,Igbo,0,Not Hate,1770,Cheta mgbe nile inwe obi ụtọ n'ihi na ị maghị onye na-enwe mmasị n'ọchị gị.,75,15,0.0,0.0,False,ibo_Latn,1.0000098943710327,Igbo,False
Akụkọ: Lekki bụ ihe na-eme ka ndị mmadụ ghara ịnabata ihe ha na-ekwu.,Igbo,0,Not Hate,33,Akụkọ: Lekki bụ ihe na-eme ka ndị mmadụ ghara ịnabata ihe ha na-ekwu.,69,13,0.0,0.0,False,ibo_Latn,1.0000100135803223,Igbo,False
Biafra ta ci yaƙin.,Hausa,0,Not Hate,2654,Biafra ta ci yaƙin.,19,4,0.0,0.0,False,hau_Latn,0.9999910593032837,Hausa,False
"Gwamna Oyetola ya yi rashin nasara a kan jami'an gwamnati a zaben da ya gabata. ko da yake ya biya cikakken albashinsa kuma a lokacin da ya kamata, jami'an gwamnati sun so ya biya bashin fansho wanda ya kai biliyan naira manta jihar Osun tana daya daga cikin jihohin da suka fi talauci dangane da kudaden da Fed ya bayar.",Hausa,1,Neutral,3457,"Gwamna Oyetola ya yi rashin nasara a kan jami'an gwamnati a zaben da ya gabata. ko da yake ya biya cikakken albashinsa kuma a lokacin da ya kamata, jami'an gwamnati sun so ya biya bashin fansho wanda ya kai biliyan naira manta jihar Osun tana daya daga cikin jihohin da suka fi talauci dangane da kudaden da Fed ya bayar.",321,60,0.0,0.0,False,hau_Latn,1.0000059604644775,Hausa,False
"Ohun tí wọ́n ń ṣe yìí ni, ohun tí wọ́n ti ń ṣe látọjọ́ pípẹ́ yìí.",Yoruba,1,Neutral,4623,"Ohun tí wọ́n ń ṣe yìí ni, ohun tí wọ́n ti ń ṣe látọjọ́ pípẹ́ yìí.",65,16,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
Where can I watch the City match?,English,0,Not Hate,43,Where can I watch the City match?,33,7,0.0,0.0,False,eng_Latn,0.9992771744728088,English,False
"àmọ́ mo ti sọ ọ́, n mi ò ní sọ ọ́ mọ́ láti báyìí lọ. mi ò ní pe àwọn arákùnrin ibo mi ní nyamiri, ṣùgbọ́n bí baibe ṣe yẹ kí n ṣe, mo tún rò pé nyamiri jẹ́ ẹni tí kò yẹ̀wọ̀, torí náà, ibos mi ò dárí jì mí títí di báyìí tí mo fi mọ̀ pé orúkọ yẹn ń ṣe ìrẹ̀lẹ̀",Yoruba,0,Not Hate,1246,"àmọ́ mo ti sọ ọ́, n mi ò ní sọ ọ́ mọ́ láti báyìí lọ. mi ò ní pe àwọn arákùnrin ibo mi ní nyamiri, ṣùgbọ́n bí baibe ṣe yẹ kí n ṣe, mo tún rò pé nyamiri jẹ́ ẹni tí kò yẹ̀wọ̀, torí náà, ibos mi ò dárí jì mí títí di báyìí tí mo fi mọ̀ pé orúkọ yẹn ń ṣe ìrẹ̀lẹ̀",256,64,0.0,0.03225806451612903,False,yor_Latn,1.0000100135803223,Yoruba,False
A cikin shekaru da yawa yanzu ya yi kira ga haɗarin da ke faruwa yanzu da kuma na yanzu na yin fushi da fulani da ake kira makiyaya da ke barin mutuwa da halaka a kan hanyarsu.,Hausa,0,Not Hate,2792,A cikin shekaru da yawa yanzu ya yi kira ga haɗarin da ke faruwa yanzu da kuma na yanzu na yin fushi da fulani da ake kira makiyaya da ke barin mutuwa da halaka a kan hanyarsu.,176,37,0.0,0.0,False,hau_Latn,1.000009536743164,Hausa,False
Wanda ke Gudanar da Duniya ..,Hausa,0,Not Hate,1114,Wanda ke Gudanar da Duniya ..,29,6,0.0,0.0,False,hau_Latn,1.0000061988830566,Hausa,False
"Justice? Are you aware of how the FG are defending their fulani people against gov. Akeredolu on ondo state? Why're some yoruba people so senseless and coward fgs, trying to be politically correct while the politicians aint even working",English,2,Hate,44,"Justice? Are you aware of how the FG are defending their fulani people against gov. Akeredolu on ondo state? Why're some yoruba people so senseless and coward fgs, trying to be politically correct while the politicians aint even working",236,39,0.0,0.0,False,eng_Latn,0.9700910449028015,English,False
Ka yi kyau Babe,Hausa,0,Not Hate,1286,Ka yi kyau Babe,15,4,0.0,0.0,False,hau_Latn,1.0000094175338745,Hausa,False
"Akụkọ: Ị bụ Igbo onye iberibe, hapụ Ekweremadu naanị ya A... LINK",Igbo,2,Hate,2454,"Akụkọ: Ị bụ Igbo onye iberibe, hapụ Ekweremadu naanị ya A...",60,11,0.0,0.0,False,ibo_Latn,1.000009536743164,Igbo,False
"Ekwenyesiri m ike na ọtụtụ ndị ọzọ ga-esonyere m na ndepụta Fani Kayode na ụbọchị ọ ga-agbada APC n'ụzọ gọọmentị..'Fulani Party,Fulani nke a &amp; that'..Onye iberibe ahụ ga-alaghachi na-abụ abụ otuto Buhari &amp; na-eme ya n'ihi na ọ na-eche na onye ọ bụla nwere ụdị nsogbu uche ya.",Igbo,1,Neutral,3017,"Ekwenyesiri m ike na ọtụtụ ndị ọzọ ga-esonyere m na ndepụta Fani Kayode na ụbọchị ọ ga-agbada APC n'ụzọ gọọmentị..'Fulani Party,Fulani nke a &amp; that'..Onye iberibe ahụ ga-alaghachi na-abụ abụ otuto Buhari &amp; na-eme ya n'ihi na ọ na-eche na onye ọ bụla nwere ụdị nsogbu uche ya.",283,48,0.0,0.0,False,ibo_Latn,1.0000098943710327,Igbo,False
"A Afirka ne kawai za ku ga al'adu masu ban mamaki... abin da irin rayuwar barbaric... idan Allah ya so su kasance kamar wannan, zai halicce su ta wannan hanyar....",Hausa,0,Not Hate,2428,"A Afirka ne kawai za ku ga al'adu masu ban mamaki... abin da irin rayuwar barbaric... idan Allah ya so su kasance kamar wannan, zai halicce su ta wannan hanyar....",163,30,0.0,0.0,False,hau_Latn,1.000009536743164,Hausa,False
"Mutumin ba zai yarda da roƙon ta ba, mutumin ya riga ya ƙi 'ya'ya mata, don haka babu wani abu a wannan duniyar da zai sa namiji ya yarda da roƙon su, saboda wannan al'amari mai kyau ya dace da mutumin. 💔 💔 💔 mata tare da halayensu masu wayo, Allah ya cece mu 🙏 daga gare su.",Hausa,2,Hate,218,"Mutumin ba zai yarda da roƙon ta ba, mutumin ya riga ya ƙi 'ya'ya mata, don haka babu wani abu a wannan duniyar da zai sa namiji ya yarda da roƙon su, saboda wannan al'amari mai kyau ya dace da mutumin. 💔 💔 💔 mata tare da halayensu masu wayo, Allah ya cece mu 🙏 daga gare su.",275,58,0.034482758620689655,0.03571428571428571,False,hau_Latn,1.0000096559524536,Hausa,False
NKE NDỊ NA-ENYERE GỊ AKA,Igbo,1,Neutral,3642,NKE NDỊ NA-ENYERE GỊ AKA,24,5,0.0,0.0,False,ibo_Latn,1.0000056028366089,Igbo,False
i hopethey are hearing beast of no burden,English,1,Neutral,45,i hopethey are hearing beast of no burden,41,8,0.0,0.0,False,eng_Latn,0.9760612845420837,English,False
"Ya mere Buhari na-alụso nrụrụ aka ọgụ? Gịnị banyere ọtụtụ ndị ọzọ nọ n'ọbụ aka Executive ya? Ọzọ ị bụ Aboki na dịka onye Alakụba ị bụ onye nzuzu na ị gaghị aga, ị gaghị ahụ ihe ziri ezi!",Igbo,2,Hate,3574,"Ya mere Buhari na-alụso nrụrụ aka ọgụ? Gịnị banyere ọtụtụ ndị ọzọ nọ n'ọbụ aka Executive ya? Ọzọ ị bụ Aboki na dịka onye Alakụba ị bụ onye nzuzu na ị gaghị aga, ị gaghị ahụ ihe ziri ezi!",186,39,0.0,0.0,False,ibo_Latn,1.0000094175338745,Igbo,False
"Ya ku wawaye, ku kira shi ƙarya. Ku nuna mini inda Buhari ya yi barazanar yaki da Fulani makiyaya.",Hausa,1,Neutral,4262,"Ya ku wawaye, ku kira shi ƙarya. Ku nuna mini inda Buhari ya yi barazanar yaki da Fulani makiyaya.",98,19,0.0,0.0,False,hau_Latn,0.9999802112579346,Hausa,False
"Oga Henry, ọ bụrụ na ihe abeg, m na-aghọta m...kuku akpọ Bashir, na otu onye na-aga na-ekwu okwu na nkịtị lang ka baba.",Igbo,0,Not Hate,4362,"Oga Henry, ọ bụrụ na ihe abeg, m na-aghọta m...kuku akpọ Bashir, na otu onye na-aga na-ekwu okwu na nkịtị lang ka baba.",119,23,0.0,0.0,False,ibo_Latn,1.0000098943710327,Igbo,False
""": Bitches should not drink alcohol if they cant control that shit""",English,2,Hate,46,"Bitches should not drink alcohol if they cant control that shit""",64,11,0.0,0.0,False,eng_Latn,0.9994350671768188,English,False
"Nasir must go back to school, not to learn this time but to teach- Fashola",English,0,Not Hate,47,"Nasir must go back to school, not to learn this time but to teach- Fashola",74,15,0.0,0.0,False,eng_Latn,0.9762336611747742,English,False
Social distancing in lagos if this was in kano the next the u would hear is all those northerners re illiterate some southern clowns would even calls us animals thank God lagos has lot of animals LINK,English,2,Hate,48,Social distancing in lagos if this was in kano the next the u would hear is all those northerners re illiterate some southern clowns would even calls us animals thank God lagos has lot of animals,195,36,0.0,0.0,False,eng_Latn,0.9986444115638733,English,False
Ìdí nìyẹn tí Miyetti Allah fi ń fa àwọn ará Hausa tí kò jẹ̀bi sínú ọ̀ràn yìí.,Yoruba,1,Neutral,826,Ìdí nìyẹn tí Miyetti Allah fi ń fa àwọn ará Hausa tí kò jẹ̀bi sínú ọ̀ràn yìí.,77,17,0.0,0.0,False,yor_Latn,1.0000098943710327,Yoruba,False
