source_id,class,label,text
2000,2,Hate,"You say herdsmen have a right to do business anywhere in Nigeria, but Yoruba men don’t have the right to start pig farms in Sokoto? Kano can regulate Igbo people’s beer parlours in Kano, but Ondo should not regulate killer herdsmen? We want equality or division!"
2003,0,Not Hate,": Federal Ministry of Health, kindly send a copy of your advisory on meningitis 👇to Gov. Yari. Translate it into Hausa for him…"
2004,2,Hate,The North will. They are born traitors. Watch what will eventually happen.
2005,1,Neutral,"the fat bastard have no shame, being an almajiri is better than being a known thief."
2006,0,Not Hate,lmao funnyyyyyy
2007,2,Hate,Their hypocrisy and wickedness sounds loud. Nigeria is a country for hausa/fulani only others should find their way because you don't belong there they are just using you for their sustenance LINK
2008,2,Hate,Bitch ass nigass..... Mtcheeew
2009,2,Hate,Forget stretch marks.... Fat girls are annoying 😚😚
2011,2,Hate,"The answer is simple,the so called fake white christain hypocrites in ur country"
2012,1,Neutral,Nigeria must excel in our lifetime so we don't have to keep condoning all of these nonsense.
2013,2,Hate,They are honestly sick. I'm beginning to see Yorubas as the most tribalistic tribes in Nigeria. They hated GEJ bcos he's 4rm south nd said he's d problem of Nigeria. Bubu gave them hot hot. Now they're bringing Tinibu the godfather. Na wa
2014,2,Hate,"And somebody will now only say women are scum. He who kills by the sword,dies by the sword shekina."
2015,1,Neutral,Shut up! If you don't getrit forget about rit
2016,2,Hate,"U are the realest Hausa pig, defending evil. Deal with ur bandits bfr coming here to spit trash cos u have 10mb data"
2018,1,Neutral,Only a thief will support a thief. is a thief for supporting
2020,2,Hate,Swears nothing they’d will make f00lish tribe who thinks everyone is against them like they’re the best thing in the world win. Biafraud biafools now they’re Nigerians suddenly confused souls
2021,1,Neutral,OK. My reply was to the tweet that's asking for shrine. The first tweet said malls may have prayer space for Muslims like a mall in Ilorin. What's the problem with that? Or why is it dumb?
2022,1,Neutral,Men are experts in blaming women. With his coconut head
2023,1,Neutral,"Don't be so happy when you dump a girl, your new girlfriend was dumped by someone too. So all na UK used, even... LINK"
2024,0,Not Hate,The story of the human race is the story of men and women selling themselves short - Abraham Maslow.
2027,1,Neutral,Evil LINK
2029,2,Hate,Southerners are politically stupid!
2030,2,Hate,Yes the igbos are money minded but the yorubas are deceiving lying cheats and tell soyinka that he is dumb
2031,2,Hate,: bitches making fun of witchcraft and astrology while being CHRISTIANS will always be funny to me 😭 LINK
2032,0,Not Hate,Some murder cases can be this confusing
2033,0,Not Hate,Maybe the bigots are not seen something like this. A Yoruba man rewarded by a detribalized governor from North. LINK
2035,2,Hate,So sad s/e govs only decided to set ebube-agu to fight the alleged activities of esn/ ipod their own brothers.where were they wen Fulani HERDSMEN were tormenting the people.we wait and see how esn vs ebube-agu ; south east vs south east will turn out!
2039,2,Hate,"Some of you, Northerners are really so naive and gullible to be seen as human."
2040,1,Neutral,You be bastard woman. So you post this with your own hand and without shame. didn't lie afterall. You are an old fool... LINK
2042,2,Hate,"A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl...."""
2043,2,Hate,"Some northerners are just senseless. So bcuz i visited my uncle twice and asked after my female cousin, d notion is dt im in luv with her."
2046,1,Neutral,Someone that cannot construct a meaningful title want to do a thread. 'Northern Nigeria Poor' Why are you so daft? ...I am very sure your parent won't be proud of you if they see this. plz advise this man to take this tweet down.
2048,0,Not Hate,baba u 2gt mouth.
2049,1,Neutral,Left down already!!! Empty your bald fraud in the bin. LINK
2050,1,Neutral,Amen!!!!!!! Tori werey gidi ni Gbogbo Awon to wa nibeyen!!!! Aaaaah that place is not for human beings LINK
2051,1,Neutral,i made promises nt 2 turn her heart pieces buh she made hisses..nw tru luv is a history...girls r misery.
2052,0,Not Hate,He doesn't need all this. Just walk away You just messed up the life of an innocent girl LINK
2053,0,Not Hate,Bruno is overrated Abeg.
2054,2,Hate,"Sorry if it hits you but by ‘self destructive’ I was talking of iPob killing fellow igbo kinsman, igbo person trying hard to bring another igbo man , like another igbo man claiming to be presidential of Labour Party not Peter obi , now INEC only recognizes Obi’s Labour Party"
2055,0,Not Hate,: The way some southern Nigerians view northern Nigerians &amp; Islam is the same way colonialists viewed Africans— barbaric. Among…
2056,2,Hate,It's not just my opinion.Hypocrisy is the order of the day in the north.What does their leaders asking for it's ban actually prove?The same leaders that also condemn alcoholism in public but take it secretlySouth they are more liberal &amp; expressive..let Nigeria separate already 🤦🏿♂️
2059,0,Not Hate,": In a message to Muslims commemorating the birthday of Prophet Muhammad (SAW), President Buhari urged all citizens and the…"
2060,2,Hate,Northern Nigeria is lead by crappy emotional leaders !! From the last man to final Man!! When they are confronted with real situations they start singing Tribal and Religious songs !! Aboki no wise so Aboki always becomes a victim !!!
2061,0,Not Hate,"What women go through, if it was the husband they caught having sex would the woman have the nerves to hit him like that😪"
2064,1,Neutral,"God doesn’t answer wicked people’s prayer, instead he will make them slaves in their own land for everlasting. Useless beings. Brothers killers 👎🏽 course be on sa poop forever wicked generation"
2065,0,Not Hate,🌜🐕 LINK
2066,0,Not Hate,: My Dad stopped traveling to Ijebu-Ode after he got robbed and ambushed by Fulani Herdsmen as far back as 2013. From his nar…
2069,1,Neutral,Baba a Rolex of 200k and a Rolex of 10k are both fake. Most times they're both the same fucking watch even. The 200k own is just bought from a more high-end seller who has rich people he can swindle
2070,1,Neutral,You are a Muslim shut up. Stop lying
2072,0,Not Hate,"Got a “the governor of ____(one eastern state) is my friend and he has promised me the gig” pitch from someone I know. Well, let’s just say Governor no come through and my guy japa to UK with all my savings that I put in as investment. LINK"
2075,1,Neutral,: Soyinka: I never attacked Igbo over election… whoever believes I did is a moron LINK via
2076,0,Not Hate,": ,Buhari is ICC candidate on crime against humanity, check out . Free free"
2078,2,Hate,"This Hausa lack it all........ All d Fulani re fools, ode nla proSarz kill dem all"
2079,2,Hate,"Nigeria is not a country,but a Zoo filled with Monkeys and baboons.I was not surprised,Okorocha is a disgrace to Igbo nation."
2080,2,Hate,Then why are those killer Fulani herdsmen killing people in the south?
2081,2,Hate,"Of recent Benue,Oyo,Ebonyi, Platue all happend this past few weeks.Blood thirsty heartless coward fulani demon killed scores of people. Dont forget they have been killing so much since your evil brother came in. You guys are happy about it As no arrest is made.All these for cow?"
2082,0,Not Hate,"Referee it wasn't a red card!."""
2083,0,Not Hate,: Another public holiday on Monday. Muslims holding it down while we Christians only celebrating the birth and death of Jesus…
2084,0,Not Hate,"Who knew this day would come when Naija girls be scared of rich guys 😂😂 Broke boys , your time is now !! 👐 😂😂"
2085,2,Hate,"But you sabi English oo, you just dey use English dey intimidate us that went to aturu Universities in this stupid Fulani cow country! It's well sha, when the presido is cow, the followers are tend to be aturus... Lol"
2086,1,Neutral,Fucking someone girlfriend inside club toilet hits different 🤘😝😝
2090,1,Neutral,Who cares about ur region Ewu hausa...
2091,1,Neutral,"Coz dey r disposable duh "": Really wonder Ɣ boys like plastic gurls..."""
2092,1,Neutral,You are mad🤣🤣🤣🤣
2093,2,Hate,Religious fools are praying for Israel that are using sophisticated weapons to defend themselves. Who do us in Africa.. I guess these moron s don't know Christians in Israel are just 2% of their population... 🤣 🤣 🤣
2094,0,Not Hate,Nope. Don't have it in me.
2095,2,Hate,"For the fact that we always excellently digress from a major point of a discussion and guilt trip people into apologizing for primitive tribal reasons. Fuck Yoruba, Igbo and Hausa."
2096,0,Not Hate,"Rotflmao : ewooooo!!!! Biko nwayo nwayo, chimoooo: A Chick moaning in igbo language...”"""""
2099,1,Neutral,"😂 That guy flatters himself too much, Uncle Frank. Busy searching for a striker to laugh at, at Chelsea meanwhile his whole football club is a banter sporting institution."
2100,1,Neutral,You are not different from the violents Fulani herdsmen that you are condemning. What a local touts you and your supporters are.
2101,0,Not Hate,": Accusing a pious woman of immoral acts is one of the 7 deadly sins in Islam. Calling her ""hoe"" ""slut"" ""slag"" etc will b…"
2103,0,Not Hate,"The Igbo culture is rich, umu Igbo kwenu!!"
2104,2,Hate,Abeg lagosians mek u continue burning ur City now why did u stop......
2105,0,Not Hate,"Yoruba's with their eku Aro,Eku osan,eku irole&gt;&gt;&gt;&gt;kinide faa"
2106,2,Hate,Chinanza among the Hausa men that were killing people in South is captured and saying it is malams that re giving them orders! Chai Northerners were are killing us for this country. Very stupid creatures on earth. LINK
2107,2,Hate,:) : All these hausa girls with small waist n big bum... Nonsense!
2108,2,Hate,Igbos are the worst tribes when it come to politics in Nigeria. They are hypocrite in selection and election. Their choice of governor and how they emerged says it all.
2109,1,Neutral,Europa waiting for you Bayern is whopping your ass
2110,1,Neutral,show ur ugly face A$AP!!!
2112,2,Hate,"Aboki I wan buy suya, How much u dey sell?.... Illiterates"
2114,2,Hate,The rich bitches .. But that definitely not u.
2115,2,Hate,Educate the moron Fulani janjaweed sir.
2116,2,Hate,Should be Incase u don't know...most of those Yoruba youths that are killing those northerners are illiterate
2117,1,Neutral,"Lol ur a *mumu*"": Fabregas wil Assist GEJ to win the Election IJN."""
2118,1,Neutral,MAZI NNAMDI KANU HAS ALREADY LIBERATED BIAFRANS FROM NIGERIA MENTALLY AND SPIRITUALLY LET NO MAN CLAIM HE DID IT MNK IS THE ONLY LEADER WE KNOW AND OBEY ANY OTHER NA SCAM LINK
2120,0,Not Hate,Lack of well trained and qualified teachers. Most are highly trained floggers that can’t boast to know much more than the students they are teaching.
2123,2,Hate,They are terrorists supported by northern leaders…. The truth is the north is ok with them….. let them burn! But should not cross down to the south. They should kill their own people.
2124,0,Not Hate,I added a video to a playlist LINK Flavour – Iheneme ft. Chidinma Official LYRICS 2 GO
2126,2,Hate,: Lesbian action always hot! LINK
2127,1,Neutral,"He hasn't gotten the memo yet, he is still buying many more Lagos mumus daily."
2128,0,Not Hate,Spot on
2129,1,Neutral,Money doesn’t get you a good woman just hoes... You gotta enjoy your heaven on earth though💯
2130,1,Neutral,Will come carry this old fool? What nonsense is this? Have bandits not killed children?! May God punish Gumi! Wicked man playing with the lives of children to score cheap political points! come carry your terrorist brother!! LINK
2131,1,Neutral,"Stop flooding my timeline engaging that lunatic......ur response to his voyage of foolishness is why he feels like a political guru. If u value my followership,kindly refrain pls"
2132,0,Not Hate,: 36. Christians must be involved in the media and culture space. They create societal and political context.
2134,1,Neutral,so u no fit pity ur fagbon leave am out of trouble abi?useless pickin.
2135,1,Neutral,Olosho
2136,0,Not Hate,original black afican mantanin america.hillarious blkflo
2137,1,Neutral,: : 'We may do something stupid' …
2138,1,Neutral,Pant wey them Dey remove for indomie and egg... Shey na 200k she no go come remove am for?.... mtchew...
2140,1,Neutral,And all these wl be achieved within a month? It will be a compliment calling you a dummkopf. Just make sure you're on the street and not on tweeter for d protest. Ode.
2141,1,Neutral,Breastless babes be looking like LINK
2142,1,Neutral,U re d sadist if u put it to her face she is a Hoe so extraneous.. Respect d bitches a woman shld be respected no matter what wtf *Ugh
2143,1,Neutral,"Lol. Modafuckers like them if u like discover sex style, they will still cheat LINK"
2144,2,Hate,Mr saminu musa if /ESN should deserve courses then those of &amp; killing! kidnapping! Ur children women! raping Ur Daughters in the north must deserve courses &amp; death! even stone soliciting for them! &gt;&gt;
2146,0,Not Hate,": 🤔1: Agree. Low hanging fruit, YES, a vicious cycle, yes, but IMO &amp; to the extent that “Arewa men” = “northern muslim men”…"
2148,2,Hate,"Ur claims that votes are in the north get me pierced off. If northerners who goes to the north to vote can stay put after voting and enjoy what they aught to enjoy,it would have been a good thing but they are been used only to vote. Clueless &amp; lifeless people!"
2149,0,Not Hate,": Fulani will always revenge injustice – El-Rufai tells Igbo, Yoruba, others | NN NEWS Mallam Nasir El-Rufai has tell…"
2150,1,Neutral,Get out
2153,0,Not Hate,": The Prophet said: ""A muslim does not regularly attend the mosques to perform prayer and remember Allah, but Allah feels h…"
2154,2,Hate,iHave a LOT of respect for Wanda in Fairly Odd-Parents!! How she can STILL be with COSMO shows that she isn't your average modern-day hoe!!
2157,0,Not Hate,...and a jealous woman.
2158,0,Not Hate,"Kwara is never for PYO. Stop dreaming, Uncle Soga."
2159,0,Not Hate,I'm supporting arsenal with everything...
2160,2,Hate,"This is wickedness in the highest order, Fulani’S destroying innocent biafran yams giving to they cows to eat 😭😢🐄., people sufferness LINK"
2161,2,Hate,They want to do their Almajiri mentality... E be like SWAT = SARS With ALMAJIRI Mentality. Werey dey disguise. Ewu
2162,2,Hate,"Don't mind them. This blasphemy has exposed a lot about the North. They are low key killers, terrorists hiding under Islam."
2163,1,Neutral,Bodied the idiot 😭
2164,1,Neutral,Same woman children of perdition (Buharists) from the pigsty slandered. LINK
2165,1,Neutral,"Idiot we were massacred, both women and children because we said we want our Biafra restored. And we're still saying the same thing olodo. Allow us to leave peacefully."
2168,1,Neutral,"My question is Mst Nigeria soldiers wait till we're attacked &amp; get killed before raiding their hideout? Secndly, was it these 5 that killed over 40 farmers?.....we're in sane in dis country And some will still come out to defend dis blood suckng govt of Nigeria......"
2169,1,Neutral,"yeah, then do something.. Nigerians are juggernauts on social media.. Just to catch cruise on social media, make it be say we follow trend.."
2171,1,Neutral,"But you wicked Sha... He should just start fwith Garba Shehu, then Lai Mohammed before Oga"
2172,2,Hate,Buharists are illiterate northern almajiris who have been hypnotised nd brainwashed janjaweed. The elites among them are the ones fighting for their pocket. Even aisha has openly asked pple to vote wisely
2173,0,Not Hate,Just posted a photo LINK
2174,0,Not Hate,"Baba what you just suggest wouldn't happen anytime soon. A Yoruba guy or anyone from the south especially when his a Christian that try to date a northern lady is at the risk of great danger from area boy who claimed you are ""Arne"" meaning a person without religion"
2175,1,Neutral,": Driving 2 hours to go and see ordinary man. Small time, “men are scum.” “Yoruba men are this and that.” But you won’t leave…"
2176,1,Neutral,I honestly can't comprehend this evil. I just can't. LINK
2178,0,Not Hate,Two piece available Price :7500 Top also available in all other colours Pls help me in retweeting my customers may be on your TL LINK
2179,1,Neutral,suit ur fricky ass!!!.
2180,0,Not Hate,": Please and please, when will Fulani herdsmen and Birom People be civilised? Killing yourselves by yourselves, this is u…"
2182,1,Neutral,They get too comfortable with easy to come by daily bread because they are in a working country ad forget they can get better by challenging themselves... They are worst than non-educated Nigerians
2183,1,Neutral,Yoruba Demon😠😒😏😏😏
2185,1,Neutral,"Sega picks a tweet that supports his Snooty Bigoted prig of a person, quotes the tweet with a Lopsided comment, plagued with Prejudices - then Pushes his insecurities unto others! I am always weary of people (Lawyers?) that manipulate others with fanciful ambiguous words. Yeye! LINK"
2188,1,Neutral,"This slave nonsense in Libya must stop, this inhumanity against human must, shame on to all the African... LINK"
2190,2,Hate,"The ""we"" in his context are they the barbaric Fulani janjaweed from Futa Jalon."
2191,1,Neutral,One Nigeria? When u rejected new N100 note bcos it has no arabic. Is Nig an islamic country? Nigeria is full of fake ppl claiming 2 b real
2192,1,Neutral,"Guy smell your brain is burning, when an idiot lead all followers automatic become stupid you dont have proof of your claims you start busting out to assassinate someone character you guys never see wahala ooo just try some one that's ready, you are one leg into prison."
2193,1,Neutral,Women are women haters...they'll rather prefer a guy to their fellow woman. So sad!
2195,2,Hate,That's bullshit. Fxcking grace 4rm a fxcking hoe.
2196,1,Neutral,"you are the compound fool and village idiot found of raising unnecessary false alarm.Omo ale,igbo smoker."
2199,0,Not Hate,you dope pass crack.
2200,1,Neutral,"Why not prove me wrong by giving at least names of 3 immediate DGs who are Southerners. Configured moron like will be the first to complain of breach of the constitutional provisions of Federal character, anytime a Southerner occupies the position of President."
2201,0,Not Hate,"If the President had come forth to address the nation on this pandemic about three weeks ago with interpretation in all the major languages in Nigeria,those market women wouldn't have doubted the existence of this disease. Our leaders are grossly incompetent."
2202,2,Hate,"You got it right, he's looking for malam, fulani herdsmen, and core northerners to replace him, that bad, they're too fanatic, and religious as well, fools, don't mind them, justice will take place someday in this nation..."
2205,2,Hate,": ""If he ever left me for another girl, I'll turn lesbian and fuck his bitch."" 😫😫😫"
2206,0,Not Hate,Sometimes the things you don't want to let go are the ones that keep you away from your happiness. Let go.
2208,2,Hate,": Why is the world’s attention focused on Syria? In Nigeria, killer Fulani herdsmen have killed thousands of Nigerians in the…"
2210,2,Hate,"U recruited fulani moles, so enjoy the ride"
2211,0,Not Hate,😂 maybe possibly the unborn men 😂
2212,0,Not Hate,"So You think. He went down because the south, especially the west gave gave chunk of votes to Buhari. While few Northern PDP pay lip service to him and gave Buhari their votes, the West was divided by the 'tiwa n tiwa' syndrome and the Osinbajo bait. The Yoruba fell like 'mugu'."
2213,1,Neutral,You are wicked😂😂😂😂😂😂😂😂
2214,0,Not Hate,Seriously boss these banter are just for Twitter. Anyone’s disrespecting women in rl is a pre-existing asshole. Nothing to do with Twitter joke
2217,1,Neutral,"You are just the biggest fool of the century. Also call the INEC chair ""ballot box snatcher"". Zombie that cannot think for himself. Sorry for you. Come and lick PMB's excreter, he just pooed here. That's what you are good at."
2219,2,Hate,"“: Sorry madam"": bitch""”smh"
2221,1,Neutral,"The idiot that organized today's event, from Ekwulobia to an unknown place, that keep Biafrans crying, looking... LINK"
2222,0,Not Hate,"Oligomenorrhea occurs in women of childbearing age. Some variation in menstruation is normal, but a woman who regularly goes more than 35 days without menstruating may be diagnosed with oligomenorrhea. Periods… LINK"
2223,1,Neutral,Ewu Na only here dem dy see you
2226,2,Hate,"Non of them will ever get it. The greedy north will never allow that to happen. Igbo presidency is scam and a dream that will never be allowed to be. Do let anybody deceive you, it is like seed of maize thrown to a fowl with traps be the sides."
2227,0,Not Hate,None other than the realest . Akwa Ibom to the world. . LINK
2232,0,Not Hate,Boom sha sha💥. I was on the two odd. Thank you bro
2234,0,Not Hate,"Relaxed fit Oxford Shirt Brand : Zara Available in Large Price N15,000 FREE delivery in Lagos LINK"
2235,0,Not Hate,"U might love what has he done for us he left we Yoruba in dilema,he has most of his life in Ogun state his factory and farm in ota yet being a president our roads are bad but he can do all northern roads"
2236,2,Hate,"women are actually the greatest hypocrites of all time, all these trolls coz it was not the other way round? A creature that always wants to be on the receiving end... Enjoy your family... LINK"
2237,0,Not Hate,": While kidnappings &amp; banditry have subsided in the Northern part of the country, coordinated attacks on security outfits &amp; pocke…"
2238,0,Not Hate,BBC News - Will Nigeria's abducted schoolgirls ever be found? LINK Nigeria
2239,1,Neutral,Looool kyane... Yoruba demon ke
2240,1,Neutral,Na woman go kill you las las 😂😂😂 LINK
2241,0,Not Hate,Usman Dan Fodio.. the fulani Jihadist LINK
2242,0,Not Hate,": The Hausa man is my brother, so is the Igbo man and The Yoruba man. We are all one. The Government and the Government alon…"
2245,2,Hate,"Ibo peeps r the worst set of people, especially anambra pple.."
2247,2,Hate,"There still a lot of immature females here,she is trying to defend females and she still dragged a person's mother into her childish bants If you try to defend women and you're disrespectful about it how will you Ever get the respect you're looking for? In conclusion, she a hoe"
2248,2,Hate,Correct Yoruba demon shit
2249,0,Not Hate,: Flavour also came through with the Igbo style incase the government doesn't understand our English since. Turn up was 🔥🔥🔥 K…
2250,0,Not Hate,Ni kadae nasan me kike so
2256,0,Not Hate,Kogi Commissioner Abducted By Daredevil Gunmen: LINK
2257,2,Hate,So did the fulanis lease the land dumb fuck? Aware of what settlement? Lol.They left them there because they are scared of approaching them. People tend to behave in a certain way when they have had enough. I have had a first hand experience with fulani violence. Dont tel me crap
2261,1,Neutral,: The wickedness and greediness of southern politicians is the main reason fulani caliphate is advancing with their agenda …
2262,2,Hate,"I dnt plame u at all,hw I my nt sure dat u ar a gay fool"
2263,1,Neutral,"See ""feminist"" in their bio is the first red flag for me. When you try engaging them you'll discover they're mostly bitter miserable people who don't like being women."
2264,1,Neutral,sam I believe u are d most insane person to hv made such a stupid comment. If u are not ripe to use phone drop it. Idiot
2265,0,Not Hate,"Biko, kedu onye guru egwu a? Nelly Uchendu?"
2266,0,Not Hate,"Brown skin girls are a beauty to behold . . . Skin popping like gold, we dripping gold here… LINK"
2267,0,Not Hate,"looolll..kike, slap urself"
2268,0,Not Hate,"No islamic ruling said you cant eat a food cooked by a woman that is not your wife, any ""muslim"" who claim or say so is a LIAR LINK"
2269,0,Not Hate,exactly!!
2270,1,Neutral,Only St***d and F**lish Africans sympathize with Ukraine. The e**l the west committed will surely hunt them back.
2271,2,Hate,"Of what essence is the radio-fulani? Dis is nt a communication issue, neither is it media- it's security. D security architecture of the nation is in shambles. Fulani rank is infiltrated- herders are now marauders. Pple most live within d law- law enforcement must be activated. LINK"
2272,0,Not Hate,"Lmfao"": WIZKID JUST BLOCKED ME? Y evulz :'("""
2274,2,Hate,Women are scum 😅😅😅
2275,2,Hate,"When white people dey hope say one day black go rule their country, we blacks dey hope say make oyibo come re-colonize us..... Black man selfish I swear"
2276,1,Neutral,"When did you realize you are mentally unwell? You don't need confirmation man, this is proof. Get help."
2278,1,Neutral,Thank God I understands Ibo. You are a devil for spreading fake news. Fulani gbukwa there. Anuofia
2279,2,Hate,"The murderous Fulani herdsmen invade communities, commit atrocities and sack the inhabitants. Then the ""peaceful"" Fulani then come in and occupy the conquered areas. To hell with you lot. We know the game."
2280,0,Not Hate,I WILL HELP JUST 20 PEOPLE TO MAKE MONEY ONLINE WITHOUT SENDING MONEY TO ANYONE LEARN HOW NOW Join what’s app Group Link 👇🏼👇🏼👇🏼👇🏼👇🏼 LINK Buhari Donny Neo and Lucy Everton Ojota
2281,2,Hate,"Your hypocrisy is shown all over this tweet, those IPOB terrorists who killed northerns in the east don't deserve your condemnation, well done sir. LINK"
2282,1,Neutral,Oloye the guy is a complete fool. May be he just smoke igbo b4 he tweeted dis...thx baba
2284,1,Neutral,": You’re Liars, Dan Fulani To Clerics Who Predicted Buhari’s Failure In 2019 | Sahara Reporters Dan Fulani said that it…"
2285,1,Neutral,"LINK Porn videos🍆🍑, shemale videos🥵 and more🤯 🔥🔥🔥 LINK LINK LINK"
2287,0,Not Hate,: ANTI-GAY LAW FALLOUT: Canadian Government Cancels President Jonathan’s State Visit LINK
2289,2,Hate,": Last week, Yoruba men are scum! Yesterday, Yoruba men are romantic! Today, Yoruba men are bad! Tomorrow, Yoruba men are…"
2290,2,Hate,He should use that same energy for Boko Haram &amp; Fulani Herdsmen that are murderers. Easy to call IPOB terrorist but you lot are the actual terrorists &amp; never say anything when your kinsmen go around killing. Fools. LINK
2291,0,Not Hate,": I don't know Penabdul in person, all i know is that he is a good student of Islam, calling him ignorant because you have acces…"
2292,2,Hate,“: ashewo 101 💕”😒 stupid hoe
2293,2,Hate,"Someone says Fulani Herdsmen, one million boys... are all criminals &amp; should be treated equally: that the ethnic coloration of Fulani Herdsmen criminality is politically motivated 😳? Let me explain why he's wrong."
2295,2,Hate,Wah abt thirsty hoes? “: From a reader: should broke men be allowed to date?”
2296,2,Hate,"I have experienced this alot on Twitter, Instagram and Facebook. These lesbians are everywhere wlh, so annoying.."
2297,0,Not Hate,"Obasanjo Bags Master’s Degree, Graduates With 5,000 Students LINK via-"
2298,2,Hate,"Bitches, Asian bitches : If you could spend five minutes with the president, what would you talk about? """
2299,1,Neutral,Homophobic classist? Hahahahahha girl you are dumb like bottom barrel dumb. Jeez! You had to resort to a meaningless bants cos you clearly cannot answer how it’s Elites fault your favy is a patriarchy princess? Girl 👋
2300,1,Neutral,The same Ortom will come out to say he doesn't have the power to use police to protect the people of Benue state against herdsmen but the idiot has power to use police to whisker someone away. Ortomatic idiot dey worry those people that believed his fat lies LINK
2301,2,Hate,Why this thing come pain you laidis? IPOB Pig 🤣🤣
2302,1,Neutral,U are a numskull not to know that d comparison for this is to tell ur President to go to a Church to pray. May is a Christian who went to a mosque. Let ur Muslim President go to pray in a Church. Bastard! Which Muslim have u seen calling d Ulama Council stupid names?
2304,1,Neutral,Swearz mhen Even if you be virgin conji go still catch you
2305,0,Not Hate,Am so hungover feel so useless rite now
2306,1,Neutral,"Even though Desmond Elliot is wrong , the other woman that spoke is right about being on drugs because I remember very well when you came on the first day we blocked the toll gate, you were smoking Igbo like it was legal , and your fans joined ... so shuttup guy LINK"
2307,0,Not Hate,"Amber Turner, 24, revealed she underwent a non-surgical bum lift to get her posterior incredibly peachy on Instagram ahead of her sun-soaked Middle Eastern getaway LINK LINK"
2308,2,Hate,Some of dis Yoruba asslickers don dey mumu since Deir Godfather declear 2 run for president Dey will try every possible means to defend all d wrongs of dis clueless administration...No wahala kwantinue u go soon receive d news for ur door step...
2310,0,Not Hate,": Police Rescue 19 Pregnant Girls At Lagos Baby Factory, Arrest Two Traffickers | Sahara Reporters LINK"
2311,1,Neutral,No be all Ibadan babes be illiterate sha.🌚
2312,1,Neutral,I so much hate ur liessssssssss!!!!!!!!!
2314,1,Neutral,and to those (women)who think any assistance seeking husband as a parasite
2316,0,Not Hate,Stereotyping is a two-edged sword. It cuts both ways. Discuss issues yes. But never paint all with a wide brush stroke for the crimes or inadequacies of a few. no one wins!
2317,1,Neutral,Nigga ran like skrrrrrrrrr poom pooon LINK
2318,1,Neutral,"..I am made to understand that in Yoruba Language: ..""Oshi"" ..means ""Idiot or Vagabond "" .. ""Omo ole"" .. means ""Son of a Criminal , could be son of a Thief "" 🤔💭Hmmmm, Abeg what is the meaning of ""Oshiomole ""..?"
2319,1,Neutral,Ah. Fuck wu ah want Ah fuck. Wu ah dnt
2321,2,Hate,we always forget that this country is run by Fulani Janjaweed. They are blood suckers
2322,2,Hate,Elrufai have settled meyitti Allah with the sum of 100 billion naira. Are you not in Nigeria? What else are you expecting.. southern kaduna expect more..... 😭😭 I pity all those so called southern elite.
2323,1,Neutral,What's your plan in life? Show us your hustle and we will take you a little bit serious. Na who give you relevance fuckup.
2325,1,Neutral,"Where is the lie you flying moron, that he got sucked or that he's a fake oyibo? Come and fight me because of a non existing criminal for hire. Soon IPOB will be hiring him for some PR job too. His anus belongs to the highest bidder."
2326,0,Not Hate,VIDEO: Runtown – Body Riddim ft. Bella Shmurda &amp; Darkovibes LINK LINK
2327,1,Neutral,Wow!!!!!! To think that I rated these idiots!!😳😳😤 LINK
2328,0,Not Hate,It’s written all over you
2329,2,Hate,with heartfelt pain i pray Gods judgement come upon these south african swines killong fellow africans.. bastards
2332,0,Not Hate,I hope our children get the best education they deserve... u remember those Days quantitative reasoning &amp; Verbal reasoning ?
2333,0,Not Hate,A tiger doesnt loose sleep ova d opinion of a sheep!!!
2334,2,Hate,"It is because girls are like water,they are tasteless😂😂😂"
2335,0,Not Hate,"This obsession with Poch by the old trafford hierarchy, needs to die a natural death."
2336,1,Neutral,Subbing me on twitter won't make me still date you :)
2337,0,Not Hate,"Ndi Pharisees, 😂"
2338,1,Neutral,Lmao. A fraud 😂😂😂
2340,1,Neutral,",u are a Fool is Biafra or nothing"
2341,0,Not Hate,Yah kike
2342,0,Not Hate,Just look my side this time Abeg.... make me sef smile for this period... Abeg 🙏🏻
2343,2,Hate,"COME OUT FUCKING OLD MAN. NEVER AGAIN WILL A NORTHERNER RULE THIS COUNTRY. BASTARD PEOPLE THAT IF ANY OF THEIR CHILDREN DIE THEY WON'T CRY, BUT LET ONE COW DIE, THEY WILL HOLD CANDLE LIGHT."
2344,2,Hate,"Hahahahaha igbayi aro t'arugbo n sukun oko, na now una sense come resetting? since when Igbo are struggle for Biafra, Wehy don't you people keep been slaves under ordinary cows ""Malu"" iranko lasan lasan and keep dying"
2345,1,Neutral,It helped me move on. To say I was disappointed is the least. In the end. SOME MEN ARE SCUM LINK
2346,0,Not Hate,Oga edit this thing and repost. Wtf😡
2348,1,Neutral,"Anybody wey Dey vex, make dem invite Jude come their IG Live. Conduct their own interview. Someone gave people a chance to hear the other side, it is still a problem for our people. Out here spitting rubbish! LINK"
2350,1,Neutral,Do you have evidence that Ipob is responsible or you just another low IQ Nigerian following the bandwagon by swallowing whatever the corrupt government says?
2351,0,Not Hate,Islamic cleric In Police Net For Raping 16-Year-Old Girl In Osun LINK LINK
2352,2,Hate,Later Some Mumu ladies will be saying men are scum🤦
