text,language,class,label,source_id,text_proc,n_chars,n_words,rep_unigram,rep_trigram,is_artifact,detected_lang_raw,detected_lang_conf,detected_lang,is_code_switched,split
"You are very correct........ Imagine useless, brainless and jobless people carrying placards on trivia issue that had no substantial evidence but all the idiots kept mute when it comes to boko harram, fulani heads men, kidnapping, and host of others. We celebrates lies in NIGERIA",English,1,Neutral,1955,"You are very correct........ Imagine useless, brainless and jobless people carrying placards on trivia issue that had no substantial evidence but all the idiots kept mute when it comes to boko harram, fulani heads men, kidnapping, and host of others. We celebrates lies in NIGERIA",280,45,0.0,0.0,False,eng_Latn,0.9977406859397888,English,False,train
See dem hoes,English,2,Hate,1956,See dem hoes,12,3,0.0,0.0,False,jam_Latn,0.7487567663192749,Other,True,train
": ""Birthday Girl"" - ft with &amp; LINK",English,0,Not Hate,1957,"Birthday Girl"" - ft with &amp;",30,6,0.0,0.0,False,fro_Latn,0.5372687578201294,Other,True,train
"Nobody want his empty head. He shld learn 2 respect pple. He can criticize civilly since he claims to be Pastor too. This idea of ""be timid &amp; weak cos you're Christian is d reason even terrorists now get emboldened to annihilate Christians. Ever heard of"" EUROPEAN EVANGELISM? """,English,1,Neutral,1958,"Nobody want his empty head. He shld learn 2 respect pple. He can criticize civilly since he claims to be Pastor too. This idea of ""be timid &amp; weak cos you're Christian is d reason even terrorists now get emboldened to annihilate Christians. Ever heard of"" EUROPEAN EVANGELISM? """,282,49,0.0,0.0,False,eng_Latn,0.9914101362228394,English,False,train
: Pretty girl shit 😈 LINK,English,1,Neutral,1959,Pretty girl shit 😈,18,4,0.0,0.0,False,eng_Latn,0.9402047991752625,English,False,train
"""Shey eyan ma n hit iranse Olorun ni?""But iranse Olorun can infringe on ur sanity via noise pollution. Even Policemen are more stupid than us ordinary stupid Nigerians. I am just tired. I had cause to report a similar noise pollution to the Police. I went back home more dejected.",English,1,Neutral,1960,"Shey eyan ma n hit iranse Olorun ni?""But iranse Olorun can infringe on ur sanity via noise pollution. Even Policemen are more stupid than us ordinary stupid Nigerians. I am just tired. I had cause to report a similar noise pollution to the Police. I went back home more dejected.",279,50,0.0,0.0,False,eng_Latn,0.9967100024223328,English,False,train
Catch your sub bitch 🤣🤣🤣🤣,English,2,Hate,1962,Catch your sub bitch 🤣🤣🤣🤣,25,5,0.0,0.0,False,kea_Latn,0.9336483478546144,Other,True,train
just spank chroma devido for ass... while davido dey window they watch dem...as I dey tell u now an the matter we they settle for compand ...Happy weekend my fellow settlers,English,0,Not Hate,1963,just spank chroma devido for ass... while davido dey window they watch dem...as I dey tell u now an the matter we they settle for compand ...Happy weekend my fellow settlers,173,31,0.0,0.0,False,pcm_Latn,0.9114059805870056,Other,True,train
"A community raising motherland Moguls!!! Come let's Slay, Network and Mingle🙌 Click on the link below to join the SLA Community using my referral code SLY378 LINK",English,0,Not Hate,1964,"A community raising motherland Moguls!!! Come let's Slay, Network and Mingle🙌 Click on the below to join the SLA Community using my referral code SLY378",152,25,0.0,0.0,False,eng_Latn,0.9848878979682922,English,False,train
"The North is full of useless ideas and ideology. Social media bill was introduced just to track and silence opinions/views from people of Southern Nigeria. The bill was killed, NIN was introduced for same purpose and now, these set of backward individuals are asking for IMEI",English,2,Hate,1968,"The North is full of useless ideas and ideology. Social media bill was introduced just to track and silence opinions/views from people of Southern Nigeria. The bill was killed, NIN was introduced for same purpose and now, these set of backward individuals are asking for IMEI",275,46,0.0,0.0,False,eng_Latn,0.999067485332489,English,False,train
: Male puppies let female puppies win during playtime.,English,0,Not Hate,1970,Male puppies let female puppies win during playtime.,52,8,0.0,0.0,False,eng_Latn,0.993461847305298,English,False,train
after 11pm Ʋ av nothin to worry about.,English,0,Not Hate,1971,after 11pm Ʋ av nothin to worry about.,38,8,0.0,0.0,False,eng_Latn,0.9629029631614684,English,False,train
"This is reason I dislike northern muslims..they ar full of hypocrisy .they will never protest against this islamic animal, For supporting terrorism, they’ll all keep quite .. bcos they share same ideology .. Let’s go our separate ways..!",English,2,Hate,1973,"This is reason I dislike northern muslims..they ar full of hypocrisy .they will never protest against this islamic animal, For supporting terrorism, they’ll all keep quite .. bcos they share same ideology .. Let’s go our separate ways..!",237,38,0.0,0.0,False,eng_Latn,0.9807271361351012,English,False,train
You beg her to date you.... Later!!! She starts begging u to marry her... Irony of life!!!,English,0,Not Hate,1974,You beg her to date you.... Later!!! She starts begging u to marry her... Irony of life!!!,90,17,0.0,0.0,False,eng_Latn,0.9983462691307068,English,False,train
"Love to my hoes, you know that daddy gon fuck you later 😂💙💙",English,2,Hate,1976,"Love to my hoes, you know that daddy gon fuck you later 😂💙💙",59,13,0.0,0.0,False,eng_Latn,0.9183597564697266,English,False,train
"Sometimes love feels like heaven, but sometimes it hurts like hell",English,0,Not Hate,1977,"Sometimes love feels like heaven, but sometimes it hurts like hell",66,11,0.0,0.0,False,eng_Latn,0.98905348777771,English,False,train
"Just saw little of the PSG game and as usual, they are playing rubbish. Let me switch to the Barca match and wait till Messi comes in in the second half",English,1,Neutral,1978,"Just saw little of the PSG game and as usual, they are playing rubbish. Let me switch to the Barca match and wait till Messi comes in in the second half",152,31,0.032258064516129,0.0,False,eng_Latn,0.9998503923416138,English,False,train
… LINK,English,0,Not Hate,1979,…,1,1,0.0,0.0,False,orv_Cyrl,1.0000100135803225,Other,True,train
Ur very rude for this statement I don’t blame for his response...looking for cheap fame mumu,English,1,Neutral,1980,Ur very rude for this statement I don’t blame for his response...looking for cheap fame mumu,92,16,0.0,0.0,False,eng_Latn,0.9887590408325196,English,False,train
"But Islam allows you to see Dangote's bum-bum and keep mute, right? LINK",English,0,Not Hate,1981,"But Islam allows you to see Dangote's bum-bum and keep mute, right?",67,12,0.0,0.0,False,eng_Latn,0.9991363883018494,English,False,train
"Nobody told that old fool Nada, which south southern will remain with the foolish retarded beings of his kind? I rather go with Oduduwa nation or Biafra, happiness choke him dia, he is a liar and a trickster. He hasn't been in communication with anyone,",English,1,Neutral,1982,"Nobody told that old fool Nada, which south southern will remain with the foolish retarded beings of his kind? I rather go with Oduduwa nation or Biafra, happiness choke him dia, he is a liar and a trickster. He hasn't been in communication with anyone,",253,45,0.0,0.0,False,eng_Latn,0.9970847368240356,English,False,train
"You know who your master is. The ones who called you primitive on TV. Anyway, some stupid Yoruba people talking trash on this useless tweet, the bigots looking for bigots, do not speak for the tribe so I'll hold my peace but don't stop being stupid, it's your forte.",English,2,Hate,1985,"You know who your master is. The ones who called you primitive on TV. Anyway, some stupid Yoruba people talking trash on this useless tweet, the bigots looking for bigots, do not speak for the tribe so I'll hold my peace but don't stop being stupid, it's your forte.",266,49,0.0,0.0,False,eng_Latn,0.998306691646576,English,False,train
"I can see u are a miserable one who think u can just dash to say anything from yr dirty mouth, ipob did all that n we all know it's start n reason for it n here we are now trying to push obi for yr agenda n more reason we are not hearing Biafra now, u want to rule over zoo?",English,1,Neutral,1986,"I can see u are a miserable one who think u can just dash to say anything from yr dirty mouth, ipob did all that n we all know it's start n reason for it n here we are now trying to push obi for yr agenda n more reason we are not hearing Biafra now, u want to rule over zoo?",274,62,0.0,0.0,False,jam_Latn,0.5822480916976929,Other,True,train
What if women are scum? 😒🤔,English,2,Hate,1987,What if women are scum? 😒🤔,26,6,0.0,0.0,False,eng_Latn,0.999869465827942,English,False,train
Behind every beautiful girl there is a dumb ass guy who did her wrong and made her to be strong,English,1,Neutral,1988,Behind every beautiful girl there is a dumb ass guy who did her wrong and made her to be strong,95,20,0.0,0.0,False,eng_Latn,0.9844021797180176,English,False,train
"Abeg wots ur inspiration ur smoking d wrong weed "": Girls w. Small tittys got the best faces . Real shiiitt . """,English,1,Neutral,1990,"Abeg wots ur inspiration ur smoking d wrong weed "": Girls w. Small tittys got the best faces . Real shiiitt . """,112,23,0.0,0.0,False,eng_Latn,0.957058310508728,English,False,train
Host dan jam Werey. LINK,English,2,Hate,1991,Host dan jam Werey.,19,4,0.0,0.0,False,ind_Latn,0.9741075038909912,Other,True,train
"Nigeria can't work together anymore politicians have divided the country before you and nothing you can do. Northern are not ready to move forward but you're forcing them, they hate education. Maitasini in 60s now bokoharam. You're not seeing future I swear",English,2,Hate,1992,"Nigeria can't work together anymore politicians have divided the country before you and nothing you can do. Northern are not ready to move forward but you're forcing them, they hate education. Maitasini in 60s now bokoharam. You're not seeing future I swear",257,42,0.0,0.0,False,eng_Latn,0.998612105846405,English,False,train
Almost raped by sum lesbian bitches....jst wanna fuck real pussies PLS.....,English,2,Hate,1993,Almost raped by sum lesbian bitches....jst wanna fuck real pussies PLS.....,75,11,0.0,0.0,False,eng_Latn,0.9485307931900024,English,False,train
"In the North East of Nigeria,about 84.5 percent of kids are illiterates.These kids from poor background are now most prone to violence",English,0,Not Hate,1994,"In the North East of Nigeria,about 84.5 percent of kids are illiterates.These kids from poor background are now most prone to violence",134,22,0.0,0.0,False,eng_Latn,0.9979164600372314,English,False,train
"Bad bitches is the only thing that I like I be living life like I live it twice""",English,2,Hate,1996,"Bad bitches is the only thing that I like I be living life like I live it twice""",80,18,0.0,0.0,False,eng_Latn,0.7092509269714355,English,False,train
Yoruba Demon😹💔,English,1,Neutral,1998,Yoruba Demon😹💔,14,2,0.0,0.0,False,wol_Latn,0.3651184737682342,Other,True,train
You people do so much more for issues not even as serious as this. Remember the woman who asked them not t pray in front of her shop in the north? They beheaded her... usesless hypocrites.. God punish the lots who perpetrate evil be you christain or muslim. Anuofia,English,2,Hate,1999,You people do so much more for issues not even as serious as this. Remember the woman who asked them not t pray in front of her shop in the north? They beheaded her... usesless hypocrites.. God punish the lots who perpetrate evil be you christain or muslim. Anuofia,265,49,0.0,0.0,False,eng_Latn,0.9993569254875184,English,False,train
"You say herdsmen have a right to do business anywhere in Nigeria, but Yoruba men don’t have the right to start pig farms in Sokoto? Kano can regulate Igbo people’s beer parlours in Kano, but Ondo should not regulate killer herdsmen? We want equality or division!",English,2,Hate,2000,"You say herdsmen have a right to do business anywhere in Nigeria, but Yoruba men don’t have the right to start pig farms in Sokoto? Kano can regulate Igbo people’s beer parlours in Kano, but Ondo should not regulate killer herdsmen? We want equality or division!",262,46,0.0,0.0,False,eng_Latn,0.995296835899353,English,False,train
": Federal Ministry of Health, kindly send a copy of your advisory on meningitis 👇to Gov. Yari. Translate it into Hausa for him…",English,0,Not Hate,2003,"Federal Ministry of Health, kindly send a copy of your advisory on meningitis 👇to Gov. Yari. Translate it into Hausa for him…",125,22,0.0,0.0,False,eng_Latn,0.9422512650489808,English,False,train
The North will. They are born traitors. Watch what will eventually happen.,English,2,Hate,2004,The North will. They are born traitors. Watch what will eventually happen.,74,12,0.0,0.0,False,eng_Latn,0.9979686737060548,English,False,train
"the fat bastard have no shame, being an almajiri is better than being a known thief.",English,1,Neutral,2005,"the fat bastard have no shame, being an almajiri is better than being a known thief.",84,16,0.0,0.0,False,eng_Latn,0.999067485332489,English,False,train
lmao funnyyyyyy,English,0,Not Hate,2006,lmao funnyyyyyy,15,2,0.0,0.0,False,srd_Latn,0.7450626492500305,Other,True,train
Their hypocrisy and wickedness sounds loud. Nigeria is a country for hausa/fulani only others should find their way because you don't belong there they are just using you for their sustenance LINK,English,2,Hate,2007,Their hypocrisy and wickedness sounds loud. Nigeria is a country for hausa/fulani only others should find their way because you don't belong there they are just using you for their sustenance,191,31,0.0,0.0,False,eng_Latn,0.9864664077758788,English,False,train
Bitch ass nigass..... Mtcheeew,English,2,Hate,2008,Bitch ass nigass..... Mtcheeew,30,4,0.0,0.0,False,eng_Latn,0.6026684641838074,English,False,train
Forget stretch marks.... Fat girls are annoying 😚😚,English,2,Hate,2009,Forget stretch marks.... Fat girls are annoying 😚😚,50,8,0.0,0.0,False,eng_Latn,0.996569573879242,English,False,train
"The answer is simple,the so called fake white christain hypocrites in ur country",English,2,Hate,2011,"The answer is simple,the so called fake white christain hypocrites in ur country",80,13,0.0,0.0,False,eng_Latn,0.9984940886497498,English,False,train
Nigeria must excel in our lifetime so we don't have to keep condoning all of these nonsense.,English,1,Neutral,2012,Nigeria must excel in our lifetime so we don't have to keep condoning all of these nonsense.,92,17,0.0,0.0,False,eng_Latn,0.9986029267311096,English,False,train
They are honestly sick. I'm beginning to see Yorubas as the most tribalistic tribes in Nigeria. They hated GEJ bcos he's 4rm south nd said he's d problem of Nigeria. Bubu gave them hot hot. Now they're bringing Tinibu the godfather. Na wa,English,2,Hate,2013,They are honestly sick. I'm beginning to see Yorubas as the most tribalistic tribes in Nigeria. They hated GEJ bcos he's 4rm south nd said he's d problem of Nigeria. Bubu gave them hot hot. Now they're bringing Tinibu the godfather. Na wa,238,43,0.0,0.0,False,eng_Latn,0.9957367181777954,English,False,train
"And somebody will now only say women are scum. He who kills by the sword,dies by the sword shekina.",English,2,Hate,2014,"And somebody will now only say women are scum. He who kills by the sword,dies by the sword shekina.",99,19,0.0,0.0,False,eng_Latn,0.9998024106025696,English,False,train
Shut up! If you don't getrit forget about rit,English,1,Neutral,2015,Shut up! If you don't getrit forget about rit,45,9,0.0,0.0,False,eng_Latn,0.9722933769226074,English,False,train
"U are the realest Hausa pig, defending evil. Deal with ur bandits bfr coming here to spit trash cos u have 10mb data",English,2,Hate,2016,"U are the realest Hausa pig, defending evil. Deal with ur bandits bfr coming here to spit trash cos u have 10mb data",116,23,0.0,0.0,False,eng_Latn,0.98082435131073,English,False,train
Only a thief will support a thief. is a thief for supporting,English,1,Neutral,2018,Only a thief will support a thief. is a thief for supporting,60,12,0.0,0.0,False,eng_Latn,0.9993759989738464,English,False,train
Swears nothing they’d will make f00lish tribe who thinks everyone is against them like they’re the best thing in the world win. Biafraud biafools now they’re Nigerians suddenly confused souls,English,2,Hate,2020,Swears nothing they’d will make f00lish tribe who thinks everyone is against them like they’re the best thing in the world win. Biafraud biafools now they’re Nigerians suddenly confused souls,191,30,0.0,0.0,False,eng_Latn,0.9967377185821532,English,False,train
OK. My reply was to the tweet that's asking for shrine. The first tweet said malls may have prayer space for Muslims like a mall in Ilorin. What's the problem with that? Or why is it dumb?,English,1,Neutral,2021,OK. My reply was to the tweet that's asking for shrine. The first tweet said malls may have prayer space for Muslims like a mall in Ilorin. What's the problem with that? Or why is it dumb?,188,37,0.0,0.0,False,eng_Latn,0.9999483823776244,English,False,train
Men are experts in blaming women. With his coconut head,English,1,Neutral,2022,Men are experts in blaming women. With his coconut head,55,10,0.0,0.0,False,eng_Latn,0.9999022483825684,English,False,train
"Don't be so happy when you dump a girl, your new girlfriend was dumped by someone too. So all na UK used, even... LINK",English,1,Neutral,2023,"Don't be so happy when you dump a girl, your new girlfriend was dumped by someone too. So all na UK used, even...",113,23,0.0,0.0,False,eng_Latn,0.9936926364898682,English,False,train
The story of the human race is the story of men and women selling themselves short - Abraham Maslow.,English,0,Not Hate,2024,The story of the human race is the story of men and women selling themselves short - Abraham Maslow.,100,19,0.0,0.0,False,eng_Latn,0.9979798197746276,English,False,train
Evil LINK,English,1,Neutral,2027,Evil,4,1,0.0,0.0,False,ces_Latn,0.5921828150749207,Other,True,train
Southerners are politically stupid!,English,2,Hate,2029,Southerners are politically stupid!,35,4,0.0,0.0,False,eng_Latn,0.9994295835494996,English,False,train
Yes the igbos are money minded but the yorubas are deceiving lying cheats and tell soyinka that he is dumb,English,2,Hate,2030,Yes the igbos are money minded but the yorubas are deceiving lying cheats and tell soyinka that he is dumb,106,20,0.0,0.0,False,eng_Latn,0.998473048210144,English,False,train
: bitches making fun of witchcraft and astrology while being CHRISTIANS will always be funny to me 😭 LINK,English,2,Hate,2031,bitches making fun of witchcraft and astrology while being CHRISTIANS will always be funny to me 😭,98,17,0.0,0.0,False,eng_Latn,0.991360068321228,English,False,train
Some murder cases can be this confusing,English,0,Not Hate,2032,Some murder cases can be this confusing,39,7,0.0,0.0,False,eng_Latn,0.9999337196350098,English,False,train
Maybe the bigots are not seen something like this. A Yoruba man rewarded by a detribalized governor from North. LINK,English,0,Not Hate,2033,Maybe the bigots are not seen something like this. A Yoruba man rewarded by a detribalized governor from North.,111,19,0.0,0.0,False,eng_Latn,0.9997405409812928,English,False,train
So sad s/e govs only decided to set ebube-agu to fight the alleged activities of esn/ ipod their own brothers.where were they wen Fulani HERDSMEN were tormenting the people.we wait and see how esn vs ebube-agu ; south east vs south east will turn out!,English,2,Hate,2035,So sad s/e govs only decided to set ebube-agu to fight the alleged activities of esn/ ipod their own brothers.where were they wen Fulani HERDSMEN were tormenting the people.we wait and see how esn vs ebube-agu ; south east vs south east will turn out!,251,45,0.0,0.0,False,eng_Latn,0.943914532661438,English,False,train
"Some of you, Northerners are really so naive and gullible to be seen as human.",English,2,Hate,2039,"Some of you, Northerners are really so naive and gullible to be seen as human.",78,15,0.0,0.0,False,eng_Latn,0.9996035695075988,English,False,train
You be bastard woman. So you post this with your own hand and without shame. didn't lie afterall. You are an old fool... LINK,English,1,Neutral,2040,You be bastard woman. So you post this with your own hand and without shame. didn't lie afterall. You are an old fool...,120,23,0.0,0.0,False,eng_Latn,0.9998714923858644,English,False,train
"A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl....""",English,2,Hate,2042,"A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl....""",128,22,0.0,0.0,False,eng_Latn,0.998803973197937,English,False,train
"Some northerners are just senseless. So bcuz i visited my uncle twice and asked after my female cousin, d notion is dt im in luv with her.",English,2,Hate,2043,"Some northerners are just senseless. So bcuz i visited my uncle twice and asked after my female cousin, d notion is dt im in luv with her.",138,27,0.0,0.0,False,eng_Latn,0.9981672167778016,English,False,train
Someone that cannot construct a meaningful title want to do a thread. 'Northern Nigeria Poor' Why are you so daft? ...I am very sure your parent won't be proud of you if they see this. plz advise this man to take this tweet down.,English,1,Neutral,2046,Someone that cannot construct a meaningful title want to do a thread. 'Northern Nigeria Poor' Why are you so daft? ...I am very sure your parent won't be proud of you if they see this. plz advise this man to take this tweet down.,229,44,0.0,0.0,False,eng_Latn,0.9985598921775818,English,False,train
baba u 2gt mouth.,English,0,Not Hate,2048,baba u 2gt mouth.,17,4,0.0,0.0,False,mlt_Latn,0.6819473505020142,Other,True,train
Left down already!!! Empty your bald fraud in the bin. LINK,English,1,Neutral,2049,Left down already!!! Empty your bald fraud in the bin.,54,10,0.0,0.0,False,eng_Latn,0.9972577691078186,English,False,train
Amen!!!!!!! Tori werey gidi ni Gbogbo Awon to wa nibeyen!!!! Aaaaah that place is not for human beings LINK,English,1,Neutral,2050,Amen!!!!!!! Tori werey gidi ni Gbogbo Awon to wa nibeyen!!!! Aaaaah that place is not for human beings,102,18,0.0,0.0,False,yor_Latn,0.8003424406051636,Yoruba,True,train
i made promises nt 2 turn her heart pieces buh she made hisses..nw tru luv is a history...girls r misery.,English,1,Neutral,2051,i made promises nt 2 turn her heart pieces buh she made hisses..nw tru luv is a history...girls r misery.,105,20,0.0,0.0,False,eng_Latn,0.7726117372512817,English,False,train
He doesn't need all this. Just walk away You just messed up the life of an innocent girl LINK,English,0,Not Hate,2052,He doesn't need all this. Just walk away You just messed up the life of an innocent girl,88,18,0.0,0.0,False,eng_Latn,0.9905697703361512,English,False,train
Bruno is overrated Abeg.,English,0,Not Hate,2053,Bruno is overrated Abeg.,24,4,0.0,0.0,False,eng_Latn,0.9935194849967957,English,False,train
"Sorry if it hits you but by ‘self destructive’ I was talking of iPob killing fellow igbo kinsman, igbo person trying hard to bring another igbo man , like another igbo man claiming to be presidential of Labour Party not Peter obi , now INEC only recognizes Obi’s Labour Party",English,2,Hate,2054,"Sorry if it hits you but by ‘self destructive’ I was talking of iPob killing fellow igbo kinsman, igbo person trying hard to bring another igbo man , like another igbo man claiming to be presidential of Labour Party not Peter obi , now INEC only recognizes Obi’s Labour Party",275,50,0.0,0.0416666666666666,False,eng_Latn,0.92216956615448,English,False,train
: The way some southern Nigerians view northern Nigerians &amp; Islam is the same way colonialists viewed Africans— barbaric. Among…,English,0,Not Hate,2055,The way some southern Nigerians view northern Nigerians &amp; Islam is the same way colonialists viewed Africans— barbaric. Among…,130,19,0.0,0.0,False,eng_Latn,0.987989068031311,English,False,train
It's not just my opinion.Hypocrisy is the order of the day in the north.What does their leaders asking for it's ban actually prove?The same leaders that also condemn alcoholism in public but take it secretlySouth they are more liberal &amp; expressive..let Nigeria separate already 🤦🏿♂️,English,2,Hate,2056,It's not just my opinion.Hypocrisy is the order of the day in the north.What does their leaders asking for it's ban actually prove?The same leaders that also condemn alcoholism in public but take it secretlySouth they are more liberal &amp; expressive..let Nigeria separate already 🤦🏿♂️,286,45,0.0,0.0,False,eng_Latn,0.9979342222213744,English,False,train
": In a message to Muslims commemorating the birthday of Prophet Muhammad (SAW), President Buhari urged all citizens and the…",English,0,Not Hate,2059,"In a message to Muslims commemorating the birthday of Prophet Muhammad (SAW), President Buhari urged all citizens and the…",122,19,0.0,0.0,False,eng_Latn,0.995468020439148,English,False,train
Northern Nigeria is lead by crappy emotional leaders !! From the last man to final Man!! When they are confronted with real situations they start singing Tribal and Religious songs !! Aboki no wise so Aboki always becomes a victim !!!,English,2,Hate,2060,Northern Nigeria is lead by crappy emotional leaders !! From the last man to final Man!! When they are confronted with real situations they start singing Tribal and Religious songs !! Aboki no wise so Aboki always becomes a victim !!!,234,41,0.0,0.0,False,eng_Latn,0.9956755042076112,English,False,train
"What women go through, if it was the husband they caught having sex would the woman have the nerves to hit him like that😪",English,0,Not Hate,2061,"What women go through, if it was the husband they caught having sex would the woman have the nerves to hit him like that😪",121,24,0.0,0.0,False,eng_Latn,0.9995501041412354,English,False,train
"God doesn’t answer wicked people’s prayer, instead he will make them slaves in their own land for everlasting. Useless beings. Brothers killers 👎🏽 course be on sa poop forever wicked generation",English,1,Neutral,2064,"God doesn’t answer wicked people’s prayer, instead he will make them slaves in their own land for everlasting. Useless beings. Brothers killers 👎🏽 course be on sa poop forever wicked generation",193,31,0.0,0.0,False,eng_Latn,0.9122575521469116,English,False,train
🌜🐕 LINK,English,0,Not Hate,2065,🌜🐕,2,1,0.0,0.0,False,lzh_Hani,0.525427520275116,Other,True,train
: My Dad stopped traveling to Ijebu-Ode after he got robbed and ambushed by Fulani Herdsmen as far back as 2013. From his nar…,English,0,Not Hate,2066,My Dad stopped traveling to Ijebu-Ode after he got robbed and ambushed by Fulani Herdsmen as far back as 2013. From his nar…,124,23,0.0,0.0,False,eng_Latn,0.9944576025009156,English,False,train
Baba a Rolex of 200k and a Rolex of 10k are both fake. Most times they're both the same fucking watch even. The 200k own is just bought from a more high-end seller who has rich people he can swindle,English,1,Neutral,2069,Baba a Rolex of 200k and a Rolex of 10k are both fake. Most times they're both the same fucking watch even. The 200k own is just bought from a more high-end seller who has rich people he can swindle,198,40,0.0,0.0526315789473684,False,eng_Latn,0.9998621940612792,English,False,train
You are a Muslim shut up. Stop lying,English,1,Neutral,2070,You are a Muslim shut up. Stop lying,36,8,0.0,0.0,False,eng_Latn,0.9987736940383912,English,False,train
"Got a “the governor of ____(one eastern state) is my friend and he has promised me the gig” pitch from someone I know. Well, let’s just say Governor no come through and my guy japa to UK with all my savings that I put in as investment. LINK",English,0,Not Hate,2072,"Got a “the governor of ____(one eastern state) is my friend and he has promised me the gig” pitch from someone I know. Well, let’s just say Governor no come through and my guy japa to UK with all my savings that I put in as investment.",235,47,0.0,0.0,False,eng_Latn,0.9968965649604796,English,False,train
: Soyinka: I never attacked Igbo over election… whoever believes I did is a moron LINK via,English,1,Neutral,2075,Soyinka: I never attacked Igbo over election… whoever believes I did is a moron via,83,15,0.0,0.0,False,eng_Latn,0.9996469020843506,English,False,train
": ,Buhari is ICC candidate on crime against humanity, check out . Free free",English,0,Not Hate,2076,"Buhari is ICC candidate on crime against humanity, check out . Free free",72,13,0.0,0.0,False,eng_Latn,0.9971135258674622,English,False,train
"This Hausa lack it all........ All d Fulani re fools, ode nla proSarz kill dem all",English,2,Hate,2078,"This Hausa lack it all........ All d Fulani re fools, ode nla proSarz kill dem all",82,16,0.0,0.0,False,jam_Latn,0.928872287273407,Other,True,train
"Nigeria is not a country,but a Zoo filled with Monkeys and baboons.I was not surprised,Okorocha is a disgrace to Igbo nation.",English,2,Hate,2079,"Nigeria is not a country,but a Zoo filled with Monkeys and baboons.I was not surprised,Okorocha is a disgrace to Igbo nation.",125,21,0.0,0.0,False,eng_Latn,0.9920291304588318,English,False,train
Then why are those killer Fulani herdsmen killing people in the south?,English,2,Hate,2080,Then why are those killer Fulani herdsmen killing people in the south?,70,12,0.0,0.0,False,eng_Latn,0.9982236623764038,English,False,train
"Of recent Benue,Oyo,Ebonyi, Platue all happend this past few weeks.Blood thirsty heartless coward fulani demon killed scores of people. Dont forget they have been killing so much since your evil brother came in. You guys are happy about it As no arrest is made.All these for cow?",English,2,Hate,2081,"Of recent Benue,Oyo,Ebonyi, Platue all happend this past few weeks.Blood thirsty heartless coward fulani demon killed scores of people. Dont forget they have been killing so much since your evil brother came in. You guys are happy about it As no arrest is made.All these for cow?",279,47,0.0,0.0,False,eng_Latn,0.9963862299919128,English,False,train
"Referee it wasn't a red card!.""",English,0,Not Hate,2082,"Referee it wasn't a red card!.""",31,6,0.0,0.0,False,eng_Latn,0.999892234802246,English,False,train
: Another public holiday on Monday. Muslims holding it down while we Christians only celebrating the birth and death of Jesus…,English,0,Not Hate,2083,Another public holiday on Monday. Muslims holding it down while we Christians only celebrating the birth and death of Jesus…,124,20,0.0,0.0,False,eng_Latn,0.995613932609558,English,False,train
"Who knew this day would come when Naija girls be scared of rich guys 😂😂 Broke boys , your time is now !! 👐 😂😂",English,0,Not Hate,2084,"Who knew this day would come when Naija girls be scared of rich guys 😂😂 Broke boys , your time is now !! 👐 😂😂",109,25,0.0,0.0,False,eng_Latn,0.5503072142601013,English,False,train
"But you sabi English oo, you just dey use English dey intimidate us that went to aturu Universities in this stupid Fulani cow country! It's well sha, when the presido is cow, the followers are tend to be aturus... Lol",English,2,Hate,2085,"But you sabi English oo, you just dey use English dey intimidate us that went to aturu Universities in this stupid Fulani cow country! It's well sha, when the presido is cow, the followers are tend to be aturus... Lol",217,40,0.0,0.0,False,pcm_Latn,0.8715008497238159,Other,True,train
Fucking someone girlfriend inside club toilet hits different 🤘😝😝,English,1,Neutral,2086,Fucking someone girlfriend inside club toilet hits different 🤘😝😝,64,9,0.0,0.0,False,eng_Latn,0.9416473507881165,English,False,train
Who cares about ur region Ewu hausa...,English,1,Neutral,2090,Who cares about ur region Ewu hausa...,38,7,0.0,0.0,False,eng_Latn,0.8091820478439331,English,False,train
"Coz dey r disposable duh "": Really wonder Ɣ boys like plastic gurls...""",English,1,Neutral,2091,"Coz dey r disposable duh "": Really wonder Ɣ boys like plastic gurls...""",71,13,0.0,0.0,False,pcm_Latn,0.7384394407272339,Other,True,train
You are mad🤣🤣🤣🤣,English,1,Neutral,2092,You are mad🤣🤣🤣🤣,15,3,0.0,0.0,False,eng_Latn,0.9994076490402222,English,False,train
Religious fools are praying for Israel that are using sophisticated weapons to defend themselves. Who do us in Africa.. I guess these moron s don't know Christians in Israel are just 2% of their population... 🤣 🤣 🤣,English,2,Hate,2093,Religious fools are praying for Israel that are using sophisticated weapons to defend themselves. Who do us in Africa.. I guess these moron s don't know Christians in Israel are just 2% of their population... 🤣 🤣 🤣,214,38,0.0526315789473684,0.0,False,eng_Latn,0.9981948733329772,English,False,train
Nope. Don't have it in me.,English,0,Not Hate,2094,Nope. Don't have it in me.,26,6,0.0,0.0,False,eng_Latn,0.9372392892837524,English,False,train
